ID,name,age,sex,breed,color,coat,size,neutered,likes_children
119,Leo,13.08,male,Siberian Husky,black and white,medium,medium,yes,NaN
2896,Todor,3.92,male,Labrador Retriever Mix,black,short,large,yes,yes
712,Szamoskeri Fanta,4.17,female,"German Shepherd Dog, Greyhound Mix",black,short,medium,yes,yes
1058,Rex,8.0,male,German Shepherd Dog Mix,black and brown,medium,large,yes,yes
176,Gizmo,4.83,female,Pekingese Mix,black,short,small,yes,yes
7650,Romi,5.0,male,Labrador Retriever Mix,yellow-brown,short,medium,no,yes
1059,Conor,5.5,male,Unknown Mix,black,short,large,yes,yes
472,Bibo,5.92,male,Unknown Mix,black,medium,medium,NaN,yes
7659,Blacky,4.92,male,Labrador Retriever Mix,black,short,medium,no,NaN
2827,Orzse,5.0,female,Unknown Mix,tricolor,short,medium,yes,NaN
3331,Lotti,5.0,female,Staffordshire Terrier Mix,golden,short,medium,yes,NaN
1123,Keres Emil,8.92,male,Unknown Mix,white,short,large,yes,NaN
455,Paul,3.5,male,Unknown Mix,black,medium,small,no,yes
594,Lord,4.58,male,Dachshund Mix,black and white,short,small,no,NaN
1054,Gina,6.83,female,Staffordshire Terrier Mix,brown,short,medium,yes,yes
2826,Maci/Zoe,3.25,female,Unknown Mix,brown,medium,medium,NaN,yes
7645,Mokus,3.25,female,"Dachshund, English Cocker Spaniel, Whippet Mix",yellow-brown,medium,medium,no,NaN
7644,NaN,3.75,female,Unknown Mix,black,short,small,no,yes
458,Smokey,4.0,male,Unknown Mix,black,wirehaired,medium,no,yes
595,Bogi,3.92,female,Puli Mix,black,medium,medium,yes,NaN
2821,Morzsa/Demon,3.17,female,Unknown Mix,black and brown,short,medium,NaN,yes
7638,Felix,6.08,male,Puli Mix,apricot,medium,medium,yes,yes
597,Dezso,5.08,male,Unknown Mix,yellow,short,medium,NaN,NaN
1052,Donna,7.58,female,Staffordshire Terrier Mix,brown,short,large,yes,yes
7633,Coyote,4.92,male,German Shepherd Dog Mix,sable,medium,large,yes,NaN
7634,Pirinyo,9.17,female,"Chihuahua, Pinscher Mix",black and tan,short,small,NaN,yes
1120,Kis Jani,4.08,male,Briard Mix,yellow-brown,medium,large,yes,NaN
1122,Ferdinand,9.42,male,German Shepherd Dog Mix,tricolor,medium,medium,yes,NaN
7636,Beno,11.83,male,Labrador Retriever Mix,black,short,large,yes,yes
1121,Lavor,8.08,female,Labrador Retriever Mix,black,short,large,yes,NaN
466,Rudolf,5.0,male,Unknown Mix,black,wirehaired,medium,yes,yes
609,Rocky,11.08,male,German Shepherd Dog,black and tan,short,large,yes,NaN
587,Gitta,4.83,female,Unknown Mix,brown,short,small,yes,NaN
2785,Oreo,5.67,male,Dachshund Mix,black,short,small,NaN,yes
2909,Tirza,7.33,female,Staffordshire Terrier Mix,striped,short,medium,NaN,NaN
2827,Fonok,4.67,male,Unknown Mix,sable,short,large,yes,NaN
7616,Grisella,14.0,female,German Shepherd Dog,gray,medium,large,yes,NaN
2826,Csorba,4.67,male,Unknown Mix,gray,wirehaired,large,yes,NaN
2908,Mojka,4.83,female,Unknown Mix,gray and white,short,medium,NaN,NaN
2822,Soki,5.33,male,Unknown Mix,black,short,medium,yes,NaN
2852,Tadeus,14.75,male,Unknown Mix,black and tan,wirehaired,medium,NaN,NaN
2855,Mali,4.58,female,Unknown Mix,yellow-brown,short,medium,NaN,NaN
2843,Csubakka,4.67,male,Unknown Mix,gray,medium,large,NaN,NaN
2878,Bombur,8.5,male,Labrador Retriever Mix,black,short,medium,yes,NaN
2850,Ferina,5.33,female,Unknown Mix,yellow-brown,medium,large,yes,NaN
2898,Vicus,4.5,female,Unknown Mix,yellow-brown,short,small,NaN,NaN
2775,Lajka,3.42,male,Vizsla Mix,black and brown,short,medium,NaN,yes
2873,Csiperke,3.5,female,Unknown Mix,yellow-brown,short,small,yes,NaN
2842,Allergra,10.83,female,Staffordshire Terrier Mix,brown and white,short,medium,yes,NaN
2912,Cintia,5.33,female,Unknown Mix,yellow-brown,short,medium,NaN,NaN
7625,Csutak,3.67,male,Pekingese Mix,red and white,long,small,no,yes
2716,Hera,4.58,female,Staffordshire Terrier Mix,brown,short,medium,yes,yes
2726,Juli,4.92,female,Unknown Mix,brown,wirehaired,large,NaN,yes
1118,Onkentes,10.92,male,German Shepherd Dog Mix,black and brown,medium,large,yes,NaN
3119,Jimmy,4.42,male,Unknown Mix,apricot,short,medium,yes,NaN
574,Fulop,4.08,male,Schnauzer Mix,black,medium,small,NaN,NaN
2820,Lex,7.83,male,Unknown Mix,yellow-brown,short,large,NaN,NaN
7589,Semyr,3.92,male,Belgian Malinois Mix,saddle back,short,medium,no,NaN
1500,Perecesi Gazdikereso,3.92,female,Unknown Mix,black,medium,medium,no,yes
604,Chris,3.58,male,Staffordshire Terrier Mix,black and tan,short,medium,yes,yes
3564,Butyok,5.42,female,"Puli, Pumi Mix",black,medium,medium,yes,NaN
648,Gombi,11.83,male,German Shepherd Dog Mix,black and tan,short,medium,yes,yes
534,Lime,13.5,female,English Cocker Spaniel,black,medium,medium,yes,NaN
3105,Cibil,4.42,female,Unknown Mix,brown and white,short,medium,yes,NaN
1497,Liza,4.33,female,Rottweiler Mix,black and tan,short,medium,NaN,NaN
400,Nike,4.42,female,Unknown Mix,black and tan,short,medium,NaN,yes
7601,Dagi,5.83,male,"Dachshund, Terrier Mix",black and brown,medium,small,NaN,yes
1499,Mona,5.5,female,Dachshund Mix,striped,short,small,yes,NaN
7602,Rupert,3.83,male,Pumi Mix,black,medium,medium,no,yes
3132,Toffife,4.33,male,Unknown Mix,black and brown,short,small,yes,NaN
1269,Hobo,5.83,male,Giant Schnauzer,black,medium,large,NaN,yes
1496,Befogadott Kutya Gazdat Keres,7.5,male,"Dachshund, Labrador Retriever Mix",brown and white,short,medium,no,NaN
556,Saci,9.5,female,"Schnauzer, Spaniel Mix",black,medium,medium,yes,NaN
2116,Fancsi,4.58,female,Staffordshire Terrier Mix,black and white,short,medium,yes,yes
2127,Lucy,9.08,female,Unknown Mix,black and white,short,medium,yes,yes
2119,Hendo,11.58,male,Staffordshire Terrier Mix,striped,short,medium,yes,yes
2125,Laki,5.92,male,Unknown Mix,black,short,large,yes,yes
2118,Gombi,11.75,male,Unknown Mix,gray,wirehaired,medium,no,yes
2126,Ledi,6.75,female,Unknown Mix,black,short,medium,no,yes
2121,Ivett,8.08,female,Cane Corso,black,short,large,yes,no
614,Szentgotthardi Rex,7.5,male,"Belgian Malinois, Greyhound Mix",yellow,short,medium,yes,yes
2115,Eddy,10.42,male,Unknown Mix,black and brown,short,large,no,no
2124,Kormi,9.67,male,Unknown Mix,black and brown,wirehaired,medium,no,yes
1494,Uj Gazdat Keres,9.5,female,Havanese,black and white,medium,small,NaN,NaN
2114,Dorren,12.75,male,Unknown Mix,gray,wirehaired,medium,yes,yes
396,Pita I.,3.83,female,Unknown Mix,tricolor,short,medium,NaN,yes
2123,Kolos,4.58,male,Unknown Mix,black,wirehaired,medium,yes,yes
2120,Hudini,5.33,male,Unknown Mix,black,short,medium,yes,yes
2122,Jily,7.5,female,Unknown Mix,black,wirehaired,large,yes,yes
582,Kicsi,4.5,female,Unknown Mix,brown,short,small,yes,yes
2117,Gizi,5.25,female,Vizsla Mix,brown,short,medium,no,yes
2112,Camy,10.42,male,Staffordshire Terrier,black,short,medium,yes,yes
2107,Borzos,11.83,male,Old German Shepherd,black and brown,medium,large,no,no
541,Bundas,6.58,female,Unknown Mix,black and brown,medium,medium,yes,NaN
543,Belgak,8.58,male,Belgian Sheepdog Mix,black and brown,medium,medium,NaN,NaN
2103,Becky,5.92,female,Staffordshire Terrier Mix,striped,short,medium,yes,yes
540,Bodri,6.58,male,Puli,gray,long,medium,NaN,NaN
2105,Betyar,8.75,male,Unknown Mix,brown,short,medium,no,no
1047,Lennox,4.5,male,Unknown Mix,brown and white,medium,medium,yes,yes
2113,Dalton,5.75,male,Unknown Mix,striped,short,medium,no,yes
1493,Lati,7.58,male,Unknown Mix,sable,short,medium,no,NaN
2111,Buksi,11.67,male,Setter Mix,black,medium,medium,no,yes
1036,Greg,6.5,male,Unknown Mix,brown and white,short,medium,yes,yes
2106,Bobi,9.58,male,Unknown Mix,gray,short,medium,yes,yes
1039,Marcus,4.5,male,Unknown Mix,black and brown,short,medium,yes,yes
2110,Buena,4.58,female,Unknown Mix,black and brown,short,large,no,yes
2108,Boxi,4.67,male,Unknown Mix,brown,short,large,no,yes
2104,Beka,4.42,female,Unknown Mix,black,short,medium,no,yes
2109,Brissi,4.75,female,Unknown Mix,black,short,small,yes,yes
3003,Jose,5.58,male,Unknown Mix,brown and white,short,medium,yes,NaN
2102,Bald,4.75,male,Unknown Mix,brown,short,small,no,yes
235,Mazsi,12.92,female,Labrador Retriever Mix,black,short,medium,yes,NaN
227,Szami,10.92,female,Unknown Mix,black,short,medium,yes,NaN
233,Linda,11.92,female,Unknown Mix,black,short,medium,yes,NaN
1993,Janka,8.5,female,Unknown Mix,black,short,medium,yes,NaN
230,Tucsok,12.92,female,Dachshund Mix,black and tan,short,small,yes,NaN
237,Huncutka,12.92,female,German Shepherd Dog Mix,black and tan,short,medium,yes,NaN
238,Artur,12.92,male,Unknown Mix,gray and white,wirehaired,medium,no,NaN
232,Lady,14.92,female,Unknown Mix,yellow-brown,short,medium,yes,NaN
236,Bodrog,12.92,male,Unknown Mix,yellow-brown,wirehaired,medium,no,NaN
1990,Bobi,7.83,male,German Shepherd Dog Mix,sable,medium,large,no,NaN
234,Gigi,13.92,female,Pointer Mix,dotted,short,medium,yes,NaN
1491,Rexi,6.58,male,Unknown Mix,sable,short,medium,no,yes
581,Johnny,6.75,male,Unknown Mix,saddle back,short,large,yes,yes
241,Bea,9.33,female,German Shepherd Dog Mix,sable,short,large,yes,NaN
2695,Homar,6.58,male,Unknown Mix,black,short,medium,NaN,yes
1998,Tancos,5.0,male,Unknown Mix,yellow-brown,short,medium,yes,NaN
221,Frenki,11.92,male,Labrador Retriever Mix,yellow-brown,short,large,no,NaN
224,Lui,10.92,male,Unknown Mix,black,short,small,no,NaN
1492,Suti,7.58,male,Beagle,tricolor,short,medium,no,yes
231,Hajni,11.92,female,Unknown Mix,black,wirehaired,medium,yes,NaN
2682,Baltazar,6.42,male,Pumi Mix,black,short,medium,NaN,yes
217,Bogyo,4.92,female,Dachshund Mix,brown,short,small,yes,NaN
219,Torma,10.92,male,Unknown Mix,black and tan,wirehaired,small,no,NaN
1470,Csopi,19.92,female,Unknown Mix,saddle back,short,medium,no,NaN
1484,Sajovamosi  Gazdikereso,4.67,male,Unknown Mix,striped,wirehaired,medium,no,NaN
517,Bogyi,6.17,female,Unknown Mix,black,short,medium,yes,NaN
518,Bob,8.67,male,Unknown Mix,yellow,short,small,no,NaN
1488,Nemet Juhasz Gazdat Keres,11.58,male,German Shepherd Dog,black and tan,medium,large,no,NaN
1490,Lucy,5.58,female,Hovawart Mix,black and brown,long,large,NaN,NaN
1468,Nusi,7.67,female,Unknown Mix,brown,medium,small,NaN,NaN
502,Aliz,7.17,female,Unknown Mix,black,short,medium,yes,NaN
220,Dorka,13.92,female,German Pointer Mix,brown,wirehaired,large,yes,NaN
1483,Bessy,10.67,female,German Shepherd Dog,black and tan,medium,large,no,yes
1489,Keverek Kutyus Gazdit Keres,5.58,female,Dachshund Mix,black and brown,short,small,no,NaN
1486,Angel,6.58,female,Unknown Mix,yellow-brown,wirehaired,medium,no,yes
1485,Keverek Kiskutya Gazdit Keres,3.67,male,Unknown Mix,white,short,small,no,yes
527,Gyufa,8.58,male,Dachshund Mix,black and white,short,small,yes,NaN
77,NaN,7.67,female,Unknown Mix,yellow-brown,short,small,NaN,NaN
1471,Linda,12.25,female,Unknown Mix,brown,short,medium,NaN,NaN
2670,Gabi,4.75,male,German Shepherd Dog Mix,black and brown,short,medium,NaN,yes
1461,Tacsi Pacsi,4.83,male,Unknown Mix,black,medium,medium,NaN,NaN
1451,Demi,18.92,male,Dachshund Mix,brown,medium,small,NaN,NaN
1482,Gazdat Keres,6.67,female,Caucasian Ovtcharka,saddle back,medium,large,yes,NaN
576,Katie,8.17,female,Labrador Retriever Mix,yellow,short,medium,yes,NaN
1452,Roxana,15.58,female,Fox Terrier Mix,tricolor,short,small,NaN,NaN
562,Thomas,4.83,male,Unknown Mix,tricolor,short,medium,yes,NaN
1463,Cuki,9.08,male,Unknown Mix,red,short,medium,NaN,NaN
1458,Adel,5.92,female,Unknown Mix,striped,short,medium,NaN,NaN
1454,Irisz,3.92,female,Unknown Mix,black,short,medium,NaN,NaN
1459,Kendi,5.92,female,Unknown Mix,black and brown,short,small,NaN,NaN
1457,Cipo,4.08,male,Unknown Mix,tricolor,wirehaired,small,NaN,NaN
1455,Cinke,9.33,female,Fox Terrier Mix,black and white,short,small,NaN,NaN
1460,Morgen,9.17,male,Unknown Mix,brown,long,large,NaN,NaN
1453,Isti,3.92,male,Unknown Mix,black,short,medium,NaN,NaN
1464,Lora,8.5,female,Unknown Mix,black,short,medium,NaN,NaN
1449,Mazli,5.92,male,Dachshund Mix,black,short,medium,NaN,NaN
1462,Dani,11.75,male,Unknown Mix,yellow-brown,short,small,NaN,NaN
577,Cliff,10.08,male,Staffordshire Terrier Mix,black and brown,short,medium,yes,NaN
1466,Vendi,5.75,male,Unknown Mix,brown,short,medium,NaN,NaN
1465,Polly,8.5,female,Unknown Mix,black,short,medium,NaN,NaN
1262,Szigethalmi Maci,12.75,male,Caucasian Ovtcharka,gray and white,long,large,no,yes
1443,Gleda,3.92,female,Unknown Mix,black,short,medium,NaN,NaN
1435,Stella,12.67,female,Unknown Mix,black,wirehaired,small,NaN,NaN
1438,Klio,5.92,male,Unknown Mix,black and white,long,medium,yes,NaN
1447,Gandalf,3.92,male,Unknown Mix,white,short,medium,NaN,NaN
1446,Gomez,3.92,male,Unknown Mix,white,short,medium,NaN,NaN
1445,Gixer,3.92,male,Unknown Mix,saddle back,short,medium,NaN,NaN
1436,Csipszi,5.0,female,Whippet Mix,black and brown,short,medium,NaN,NaN
1433,Hudini,9.92,female,Unknown Mix,red and white,short,small,yes,NaN
1434,Samson,5.25,male,Unknown Mix,gray,long,large,yes,NaN
1441,Greta,3.92,female,Unknown Mix,black and brown,medium,medium,NaN,NaN
1442,Garbo,3.92,male,Unknown Mix,brown,long,medium,NaN,NaN
1448,Gamma,3.92,female,Unknown Mix,brown,short,medium,NaN,NaN
1437,Mecset,5.5,male,Unknown Mix,white,long,medium,yes,NaN
1481,Nemet Juhasz Keverek Gazdat Keres,10.67,male,"German Shepherd Dog, Siberian Husky Mix",black and brown,long,large,no,NaN
1480,Dezi Es Bogar,14.75,female,German Shepherd Dog,black and tan,short,large,NaN,NaN
1440,Piroska,4.83,female,Pinscher Mix,brown,short,small,NaN,NaN
1444,Glenda,3.92,female,Unknown Mix,black,short,medium,NaN,NaN
210,Cuki,4.42,female,Unknown Mix,spotty,short,small,yes,NaN
1439,Afonya,4.83,female,Beagle Mix,yellow,short,medium,NaN,NaN
514,Noel,5.92,male,Spaniel Mix,black and white,medium,medium,yes,NaN
1474,Nemet Juhasz Gazdatol Hirdetve,7.75,male,German Shepherd Dog,black and tan,short,large,no,NaN
1432,Kira,4.5,female,"Chinese Shar-Pei, Vizsla Mix",black,short,medium,NaN,NaN
175,Kormi,5.25,female,Dachshund Mix,black,short,small,no,yes
233,Pongo,5.83,male,Puli Mix,black,medium,medium,yes,NaN
1431,Klotild,4.67,female,Unknown Mix,black and white,short,medium,yes,NaN
1969,Mente,8.08,female,Unknown Mix,black,wirehaired,small,no,NaN
1425,Suti,4.58,female,Unknown Mix,black and white,medium,medium,yes,NaN
1422,Bella,4.5,female,Unknown Mix,brown,short,medium,yes,NaN
1428,Brenda,4.17,female,Unknown Mix,black and brown,short,medium,NaN,NaN
232,Szormok,5.25,male,Dachshund Mix,wild boar,wirehaired,small,yes,NaN
515,Rozikakutya,11.83,female,Spaniel Mix,golden,medium,medium,yes,NaN
231,Dorzsi,5.5,male,Welsh Terrier Mix,black and tan,short,medium,yes,NaN
1477,Puli Gazdatol Hirdetve,9.75,female,Puli,black,long,medium,yes,NaN
1479,Bundi,4.08,female,Unknown Mix,black and brown,medium,medium,no,yes
1473,Gazdiereso Kolykok,4.0,male,Unknown Mix,brown and white,short,medium,NaN,yes
7535,Nono,6.25,female,"Fox Terrier, Staffordshire Terrier Mix",tricolor,short,medium,yes,yes
174,Boroka,4.17,female,Unknown Mix,black,wirehaired,medium,no,yes
1423,Sarolta,4.58,female,Unknown Mix,black and white,short,medium,yes,NaN
1478,Keverek Kutya Befogadotol Hirdetve,5.75,male,Unknown Mix,black and brown,short,medium,no,yes
509,Forest,6.25,male,English Cocker Spaniel,brown,medium,medium,yes,NaN
507,Kende,9.75,male,Unknown Mix,black and tan,medium,medium,NaN,NaN
1420,Agota,4.0,female,Labrador Retriever Mix,black,short,medium,NaN,NaN
1957,Tipi,6.5,male,Unknown Mix,gray,medium,small,yes,NaN
1466,Arvan Maradt Kutyus Gazdit Keres,8.83,male,Unknown Mix,black,long,medium,no,NaN
1465,Szultan Es Jessy,9.83,male,Schnauzer Mix,gray,short,medium,no,NaN
1459,Uj Gazdat Keres,4.42,male,Canary Dog Mix,apricot,short,medium,NaN,NaN
1468,Malyiban Talalt Kutyus,4.83,female,Dachshund Mix,tricolor,short,small,NaN,NaN
1464,Keverek Kutyusok Gazdit Keresnek,4.08,male,Unknown Mix,black and white,medium,large,no,yes
1471,Negro,10.83,male,Schnauzer Mix,black,wirehaired,medium,no,NaN
1461,Bornike,11.92,male,Fox Terrier Mix,brown and white,wirehaired,medium,no,NaN
1463,Gazdatol Hirdetve,4.33,male,Unknown Mix,tricolor,wirehaired,medium,no,NaN
1460,Keverek Szuka Kutyus Befogadotol,4.5,female,Unknown Mix,black and white,short,medium,no,NaN
1418,Almos,4.0,male,Labrador Retriever Mix,black,short,medium,NaN,NaN
1416,Arvacska,4.0,female,Labrador Retriever Mix,black,short,small,NaN,NaN
1959,Zazi,8.17,male,Puli Mix,black,medium,medium,no,NaN
1467,Rex,6.5,male,German Shepherd Dog,saddle back,medium,large,no,no
2812,Manuel,9.42,male,Puli,black,long,medium,NaN,NaN
2832,Rodolfo,4.5,male,Unknown Mix,black,short,small,yes,NaN
1249,Ocsai Borsa,5.83,male,Schnauzer Mix,black,wirehaired,medium,yes,yes
2739,Balint,11.0,male,"Dachshund, Spaniel Mix",brown,medium,small,NaN,NaN
375,Lui,7.25,male,Labrador Retriever Mix,black,short,medium,yes,yes
7463,Bingo,4.5,male,Dachshund Mix,black and white,short,small,no,yes
201,Luna,11.83,female,Unknown Mix,black,medium,medium,yes,NaN
1414,Agi,6.0,female,Labrador Retriever Mix,black,short,medium,NaN,NaN
1415,Agnes,4.0,male,Labrador Retriever Mix,black,short,small,NaN,NaN
199,Molly,5.58,female,Unknown Mix,brown,short,medium,yes,NaN
1117,Wilbur,10.92,male,Unknown Mix,apricot,short,large,yes,NaN
363,Loki,5.0,male,Unknown Mix,striped,short,large,NaN,yes
197,Venusz,6.17,female,Unknown Mix,brown,short,large,yes,NaN
1457,Uj Gazdat Keres,12.92,male,German Shepherd Dog Mix,black and tan,medium,medium,no,NaN
501,Soma,6.33,male,Spaniel Mix,black and tan,short,medium,yes,NaN
2760,Maci,8.0,male,Tibetan Mastiff Mix,black,medium,large,NaN,NaN
1392,Hoffmann,11.92,male,Labrador Retriever Mix,black,short,large,NaN,NaN
295,Vojtek,4.92,male,Unknown Mix,black and white,long,medium,yes,yes
195,Lobo,6.92,male,Unknown Mix,black,wirehaired,large,no,NaN
7444,Lui,7.0,male,Labrador Retriever,black,short,medium,yes,yes
198,Tea,14.92,female,German Shepherd Dog Mix,black and brown,wirehaired,large,yes,NaN
196,Fules,7.92,male,Dachshund Mix,black and brown,short,small,no,NaN
1397,Bundi,10.92,female,Puli Mix,black,long,medium,NaN,NaN
1375,Vagany,5.67,male,Unknown Mix,gray,long,medium,NaN,NaN
170,Akela,4.83,female,Unknown Mix,saddle back,short,medium,yes,NaN
160,Stella,4.75,female,Unknown Mix,black,short,medium,yes,NaN
167,Mary,5.0,female,Unknown Mix,saddle back,short,medium,yes,NaN
157,Bora,4.92,female,Terrier Mix,black and tan,wirehaired,medium,yes,NaN
158,Borcsa,4.92,female,Terrier Mix,brown,wirehaired,medium,yes,NaN
1373,Janka,10.5,female,Puli Mix,apricot,long,medium,yes,NaN
1023,Lusti,9.0,female,"Dachshund, Pekingese Mix",tricolor,short,small,yes,NaN
186,Teperto,5.67,male,Unknown Mix,black,wirehaired,large,no,NaN
1454,Toki,4.5,male,Unknown Mix,golden,short,medium,no,NaN
165,Felix,5.92,male,Fox Terrier,tricolor,wirehaired,medium,no,NaN
153,Negro,4.58,male,Unknown Mix,black,short,medium,no,yes
156,Bingo,4.92,male,Terrier Mix,brown,wirehaired,medium,no,NaN
140,Dini,4.92,male,Unknown Mix,brown,short,medium,no,NaN
1942,Morzsi,14.92,male,German Shepherd Dog Mix,saddle back,short,large,yes,NaN
177,Pici,9.92,female,Unknown Mix,black and brown,wirehaired,medium,yes,NaN
184,Pafrany,5.92,female,Unknown Mix,black,medium,medium,yes,NaN
182,Dixi,7.92,male,Unknown Mix,black,short,large,no,NaN
180,Pamacs,8.92,female,Unknown Mix,black,medium,large,yes,NaN
152,Ilka,5.92,female,Dachshund Mix,saddle back,short,small,yes,NaN
1001,Devil,8.17,male,Staffordshire Terrier Mix,striped,short,medium,yes,yes
1448,Kormi,9.25,female,Unknown Mix,black,wirehaired,large,no,NaN
7398,Bodri,7.17,male,Unknown Mix,black and white,wirehaired,small,no,yes
7418,Sandy,5.08,female,Labrador Retriever Mix,golden,medium,medium,no,yes
496,Lola,5.58,female,Spaniel,black,short,medium,yes,NaN
2808,Anics,4.5,female,Unknown Mix,yellow-brown,short,medium,NaN,NaN
273,Bencus,6.17,male,Unknown Mix,yellow-brown,wirehaired,medium,yes,yes
1449,Emodi Gazdikeresok,4.67,male,German Shepherd Dog Mix,black and brown,short,medium,no,NaN
1452,Jenny,11.08,female,Unknown Mix,black and brown,wirehaired,medium,no,yes
1358,Noroka,19.83,male,Unknown Mix,black,medium,medium,NaN,NaN
19,Kanga,6.33,female,Schnauzer Mix,black,medium,medium,yes,NaN
293,Lottie,4.83,female,Unknown Mix,yellow-brown,short,medium,yes,yes
1447,Szemi,7.25,female,Vizsla Mix,black,short,large,no,NaN
1453,Tacsi Keverek Gazdit Keres,5.25,male,"Dachshund, Fox Terrier Mix",black and brown,wirehaired,medium,no,yes
1928,Paul,4.67,male,Unknown Mix,yellow-brown,short,medium,no,yes
491,Gaspar,8.92,male,English Cocker Spaniel Mix,black,short,medium,yes,NaN
1210,Bocskaikerti Minnie,4.58,female,Unknown Mix,black,short,medium,no,yes
2794,Retro,11.25,male,Unknown Mix,brown,long,medium,NaN,NaN
1209,Bocskaikerti Mickey,4.58,male,Unknown Mix,black,short,medium,yes,yes
489,Cedrus,9.83,male,Unknown Mix,black,medium,medium,yes,NaN
1445,Charlie &Amp,6.25,male,Unknown Mix,black and tan,wirehaired,medium,no,NaN
1335,Roland,6.83,male,Puli Mix,black,long,medium,NaN,NaN
1353,Brutusz,4.92,male,Unknown Mix,brown,medium,medium,NaN,NaN
2537,Johnny,5.5,male,Unknown Mix,white,short,medium,NaN,NaN
1334,Rozi,10.58,female,"German Shepherd Dog, Transylvanian Hound Mix",black and tan,medium,large,NaN,NaN
2770,Vilu,6.92,female,Unknown Mix,yellow-brown,short,large,NaN,NaN
2520,Nutella,10.83,female,Unknown Mix,black and brown,medium,medium,yes,NaN
488,Mirza,5.75,female,English Cocker Spaniel,black and brown,medium,medium,yes,NaN
302,Gombocka,5.25,male,"Border Collie, Spaniel Mix",black and white,medium,medium,NaN,yes
1339,Ugro,5.5,male,Labrador Retriever Mix,black,short,medium,NaN,NaN
1329,Rexi,9.0,male,"Labrador Retriever, Staffordshire Terrier Mix",brown,short,medium,NaN,NaN
1349,Gomboc,8.75,male,Unknown Mix,black and tan,long,medium,NaN,NaN
1910,Morzsika,4.75,male,Unknown Mix,gray,wirehaired,small,no,yes
303,Bogyo,6.25,male,German Shepherd Dog,sable,medium,large,NaN,yes
1444,Kajla,6.25,male,Unknown Mix,tricolor,wirehaired,medium,no,NaN
1354,Borzas,6.33,male,Puli Mix,black,long,medium,NaN,yes
2772,Zakia,5.92,female,Unknown Mix,black,short,medium,NaN,NaN
2528,Virgonc,6.25,male,Unknown Mix,black and brown,short,medium,NaN,yes
7386,Afonya,4.58,female,"Bull Terrier, Fox Terrier, Staffordshire Terrier Mix",striped,short,small,no,NaN
2524,Vandor,7.25,male,Unknown Mix,black and brown,short,medium,NaN,yes
226,Ekes,6.83,female,German Shepherd Dog Mix,sable,short,large,yes,NaN
1311,Ragcsa,7.75,female,Unknown Mix,black,medium,medium,NaN,NaN
216,Zulu,10.75,male,German Shepherd Dog Mix,black and brown,medium,medium,yes,NaN
7350,Brunhilde,16.33,female,Unknown Mix,black and brown,medium,medium,no,no
1429,Kozep,11.42,male,Central Asian Ovtcharka,brown and white,medium,large,NaN,NaN
1431,Orfeusz,12.42,male,German Shepherd Dog Mix,black and tan,short,large,no,yes
2509,Taltos,9.5,male,"Greyhound, Transylvanian Hound Mix",black,short,large,yes,yes
1430,Bundas,5.83,male,Labrador Retriever Mix,yellow-brown,short,medium,NaN,yes
62,June,10.33,female,Caucasian Ovtcharka Mix,gray,long,medium,yes,yes
2513,Vili,5.33,male,Unknown Mix,black,wirehaired,medium,NaN,yes
174,Maxi,4.58,male,Unknown Mix,black and tan,short,small,no,yes
220,Max,5.83,male,Unknown Mix,saddle back,short,medium,yes,NaN
2499,Tequila,4.83,male,Unknown Mix,black,short,large,NaN,yes
230,Bodri,10.83,female,Jagd Terrier Mix,black and brown,short,small,yes,NaN
221,Bumbi,7.58,female,Komondor,white,long,large,yes,NaN
215,Janos,5.92,male,Unknown Mix,black,short,medium,yes,NaN
7369,Bonnie,5.83,female,German Shepherd Dog Mix,black and brown,short,large,no,NaN
2520,Zorro,12.33,male,Caucasian Ovtcharka Mix,brown,medium,large,yes,NaN
1432,Bigyo,7.92,female,Unknown Mix,black,short,medium,yes,NaN
227,Kacer,7.0,female,Unknown Mix,brown and white,medium,medium,yes,NaN
1424,Labi,4.92,male,Labrador Retriever Mix,brown and white,short,large,no,NaN
1105,Fecske Mama,6.92,female,Transylvanian Hound Mix,black and brown,medium,medium,yes,NaN
1030,Negro,9.42,male,Unknown Mix,black,short,medium,yes,no
208,Dexi,8.58,male,Komondor Mix,yellow-brown,medium,large,yes,NaN
1104,Parazs,7.92,female,Unknown Mix,brown,short,medium,yes,NaN
1101,Bond,13.58,male,Unknown Mix,yellow-brown,medium,medium,yes,NaN
214,Szorme,5.92,male,Unknown Mix,black,long,medium,yes,NaN
206,Riky,8.92,male,German Shepherd Dog Mix,sable,medium,large,yes,NaN
207,Tuba,14.5,male,German Pointer Mix,brown,short,medium,yes,NaN
1425,Szendroi Kutyus Gazdit Keres,4.92,female,Unknown Mix,black and brown,short,medium,no,NaN
1109,Ms. Daisy,14.92,female,Beagle,tricolor,short,medium,yes,NaN
1100,Grul,11.92,male,Unknown Mix,black and brown,short,medium,yes,NaN
300,Lucky,7.5,male,"Boxer, Hungarian Vizsla Mix",brown,short,medium,NaN,yes
1106,Ladanyi Turmix,7.75,female,Dachshund Mix,striped,short,small,yes,NaN
1037,Wombi,5.42,male,Unknown Mix,yellow-brown,medium,small,NaN,NaN
1029,Miro,5.42,male,Unknown Mix,brown,short,small,yes,NaN
1423,Kistestu Kutya,6.42,female,"Dachshund, Fox Terrier Mix",black and brown,medium,small,yes,NaN
815,Mendei Mia,5.5,female,Unknown Mix,brown,medium,medium,yes,yes
