ID,name,age,sex,breed,color,coat,size,neutered,likes_children
23734,NaN,2.0,male,Unknown Mix,yellow-brown,short,small,no,NaN
23719,NaN,6.08,male,Staffordshire Terrier Mix,brown and white,short,medium,no,NaN
2123,Kormi,6.5,male,Unknown Mix,black,short,medium,yes,NaN
23717,*,1.08,female,German Shepherd Dog Mix,saddle back,medium,medium,no,NaN
2127,Cezar,7.33,male,Unknown Mix,brown,short,large,NaN,NaN
2124,Lili,3.5,female,Cane Corso Mix,brown,short,large,yes,NaN
312,Zeno,0.5,male,Jagd Terrier Mix,black and tan,short,medium,NaN,yes
4472,Marley,0.5,female,Unknown Mix,white,short,small,NaN,NaN
1773,Ozdi Hello,1.33,male,Unknown Mix,black,short,small,yes,yes
1036,Szolnoki Kiralyfi,2.25,male,Whippet Mix,spotty,short,medium,yes,NaN
3512,Lujzi,1.42,female,Unknown Mix,black and brown,short,small,NaN,NaN
4470,Sun,0.5,male,Unknown Mix,black and brown,short,small,NaN,NaN
2125,Elsa,2.33,female,Unknown Mix,brown,short,medium,yes,NaN
2129,Jockey,1.58,male,Unknown Mix,brown,short,large,yes,NaN
1774,Ozdi Timon,3.25,male,Norfolk Terrier Mix,brown and white,short,small,yes,yes
4473,Lili,0.75,female,Unknown Mix,brown,short,small,NaN,NaN
4474,Aspen,1.58,female,Unknown Mix,apricot,medium,small,NaN,NaN
23711,Liza,2.58,female,Unknown Mix,brown and white,short,medium,yes,NaN
1035,Szigetszentmiklosi Fuge,1.17,male,Greyhound Mix,spotty,short,medium,yes,NaN
4469,Pongo,0.67,male,Unknown Mix,apricot,short,medium,NaN,NaN
4468,Leopold,0.15,male,Unknown Mix,black and brown,medium,medium,NaN,NaN
3505,Kincso,2.17,female,Dalmatian Mix,white,short,medium,NaN,NaN
1755,Petervasasrai Robin,0.25,male,Unknown Mix,white,short,medium,no,yes
1033,Siofoki Szafi,11.08,female,Greyhound Mix,yellow,short,medium,yes,yes
3506,Kira,3.17,female,Unknown Mix,striped,short,medium,yes,yes
1757,Petervasasrai Ralf,0.25,male,Unknown Mix,brown,short,medium,no,yes
1758,Nemesbikki Pandora,4.08,female,Bull Terrier Mix,striped,short,small,no,yes
1034,Szegedi Galagonya,0.92,male,Greyhound Mix,white,short,medium,yes,NaN
4464,Greta,0.67,female,Unknown Mix,black,short,small,NaN,NaN
1028,Csengersimai Zumba,0.5,male,Greyhound Mix,black and white,short,medium,yes,yes
2106,Kormi,6.5,male,Unknown Mix,black,short,medium,yes,NaN
23692,Bony,1.08,male,Unknown Mix,gray and black,wirehaired,large,no,NaN
139,Igor,3.08,male,Border Collie Mix,black and white,medium,medium,NaN,no
4462,Jeremy,5.08,male,Unknown Mix,apricot,short,small,NaN,NaN
1762,Pulcsi,11.08,female,Puli Mix,black,long,medium,yes,yes
4465,Daniel,0.67,male,Unknown Mix,black and brown,medium,small,NaN,yes
1759,Miskolci Abel,9.08,male,Unknown Mix,yellow-brown,long,medium,yes,no
1760,Monori Lucia,6.25,female,Unknown Mix,black and white,short,small,yes,yes
3504,Kinga,1.17,female,Terrier Mix,black and brown,wirehaired,medium,NaN,yes
1764,Ocsai Pici,12.08,male,Unknown Mix,gray and black,wirehaired,medium,no,yes
4463,Gufi,0.67,male,Unknown Mix,black,short,small,NaN,NaN
4453,Lamoborgini,1.08,male,Unknown Mix,black and white,long,medium,NaN,NaN
2865,Beki,7.17,female,Labrador Retriever,yellow,short,large,NaN,NaN
1025,Kaposvari Remeny,0.58,male,Greyhound Mix,striped,short,medium,yes,yes
2864,Zsomi,5.17,male,"Golden Retriever, Labrador Retriever Mix",yellow,short,large,NaN,NaN
1027,Kaposvari Szikra,0.58,male,Greyhound Mix,striped,short,medium,yes,yes
4451,Jessie,1.17,female,Unknown Mix,brown and white,short,medium,yes,NaN
2868,Sally,7.17,female,Golden Retriever,golden,medium,large,NaN,NaN
1749,Kakucsi Hazel,0.25,female,"German Shepherd Dog, Staffordshire Terrier Mix",yellow-brown,short,medium,no,yes
4457,Babi,1.17,female,Unknown Mix,apricot,short,medium,yes,NaN
2866,Bruno,3.17,male,Labrador Retriever,yellow,short,large,NaN,NaN
4455,Ewoki,3.0,female,Unknown Mix,black and white,long,small,NaN,NaN
1751,Kunhegyesi Ficko,1.5,male,Unknown Mix,gray,wirehaired,medium,yes,yes
2867,Bodza,1.17,female,Labrador Retriever,yellow,short,medium,NaN,NaN
23679,NaN,4.08,male,Unknown Mix,striped,short,large,no,NaN
1750,Satoraljaujhelyi Parazs,1.08,male,German Shepherd Dog Mix,brown,short,medium,yes,yes
23660,Dzsidzso,3.67,male,Staffordshire Terrier Mix,brown and white,short,medium,no,NaN
4456,Boy,1.17,male,Unknown Mix,black and brown,short,medium,NaN,NaN
615,Colin,0.92,male,Border Collie Mix,black and white,medium,medium,yes,yes
4454,Poppy,0.5,female,"Dachshund, Spaniel Mix",brown and white,medium,small,NaN,NaN
23661,Rapi,10.42,male,Unknown Mix,black and white,short,medium,no,NaN
2856,Rizi,11.17,female,Labrador Retriever,yellow,short,large,NaN,NaN
3492,Berci,6.25,male,Unknown Mix,tricolor,short,medium,yes,NaN
1738,Ocsai Lajka,1.0,male,Labrador Retriever Mix,yellow-brown,short,medium,yes,yes
2863,Maxi,4.17,male,Golden Retriever,golden,medium,large,NaN,NaN
2859,Hummer,3.17,male,Labrador Retriever,yellow,short,large,NaN,NaN
3487,Kleo,0.5,female,Unknown Mix,black,medium,medium,yes,yes
2855,Mefi,13.17,female,Labrador Retriever,black,short,large,NaN,NaN
3490,Joker,4.58,male,Unknown Mix,brown,wirehaired,medium,NaN,NaN
4443,Sayla,1.25,female,Spaniel Mix,black and brown,medium,small,NaN,NaN
3491,Sarika,1.25,female,Chinese Shar-Pei Mix,brown,wirehaired,medium,NaN,NaN
2857,Ficko,11.17,male,Labrador Retriever,yellow,short,large,NaN,NaN
4445,Tristan,0.42,male,Unknown Mix,gray and white,short,medium,NaN,NaN
2853,Berci,12.17,male,Labrador Retriever,yellow,short,large,NaN,NaN
2852,Lucky,12.17,male,Labrador Retriever,black,short,large,NaN,yes
3493,Janek,1.25,male,Dachshund Mix,black,short,small,NaN,NaN
2858,Boni,11.17,male,Golden Retriever,golden,short,large,NaN,NaN
2862,Gray,6.17,male,Labrador Retriever,yellow,short,large,NaN,NaN
2860,Bubuka,6.17,male,Labrador Retriever,black,short,large,yes,NaN
2854,Beni,11.17,male,Labrador Retriever,yellow,short,large,NaN,NaN
2861,Erl,8.17,male,Labrador Retriever,yellow,short,large,NaN,NaN
4425,Talia,1.58,female,Pinscher Mix,apricot,short,small,NaN,NaN
4420,Amarillys,0.67,male,German Shepherd Dog Mix,black and brown,short,medium,NaN,NaN
4417,Latte,0.25,female,Unknown Mix,black,medium,medium,NaN,NaN
4404,Ronaldo,0.33,male,Unknown Mix,apricot,short,medium,NaN,NaN
4440,Emmi,0.92,female,Unknown Mix,black and brown,short,small,NaN,NaN
4406,Ramona,0.33,female,Unknown Mix,apricot,short,medium,NaN,NaN
23623,NaN,2.17,male,Staffordshire Terrier Mix,striped,short,medium,no,NaN
4441,Kyoko,1.25,male,Akita Mix,striped,medium,large,NaN,yes
3486,Hunor,1.25,male,Unknown Mix,brown and white,short,medium,NaN,NaN
1024,Kaposvari Romeo,0.33,male,Greyhound Mix,striped,short,medium,NaN,yes
1023,Kaposvari Julia,0.33,female,Greyhound Mix,striped,short,medium,NaN,yes
2083,Elsa,2.33,female,Unknown Mix,brown,short,medium,yes,NaN
937,Jaki,11.17,male,Unknown Mix,red and white,medium,small,yes,NaN
4411,Tonja,0.42,male,Unknown Mix,black and white,short,small,NaN,NaN
23646,Robi,9.17,male,German Shepherd Dog Mix,sable,medium,large,no,NaN
4415,Melange,0.25,female,Unknown Mix,brown,medium,medium,NaN,NaN
4439,Andres,0.25,male,Unknown Mix,black,short,small,NaN,NaN
4418,Capuccino,0.25,male,Unknown Mix,black,medium,medium,NaN,NaN
2086,Lili,3.5,female,Unknown Mix,brown,short,large,yes,NaN
4407,Zora,1.17,female,Unknown Mix,apricot,short,medium,NaN,NaN
1727,Siofoki Olivia,5.25,male,Jagd Terrier Mix,apricot,short,medium,NaN,yes
4401,Diana,0.67,female,Unknown Mix,black and brown,medium,small,NaN,NaN
3484,Folti,7.33,male,Fox Terrier Mix,tricolor,wirehaired,medium,NaN,NaN
680,Rozi,3.25,female,Unknown Mix,saddle back,short,large,yes,yes
23577,Pajti,6.92,male,Unknown Mix,tricolor,short,medium,no,NaN
1020,Esztergomi Dodo,4.33,male,English Greyhound Mix,black and white,short,large,yes,NaN
682,Hiro,1.67,female,Fox Terrier Mix,brown and white,short,small,yes,yes
681,Kifli,11.75,female,Golden Retriever Mix,yellow-brown,short,medium,yes,yes
23606,Foltos,5.17,male,Unknown Mix,black and white,short,medium,yes,NaN
4402,Bambi,0.75,female,Unknown Mix,brown,short,medium,NaN,NaN
3485,Imrus,0.58,male,Mudi Mix,black,short,medium,NaN,yes
2062,Lili,3.5,female,Cane Corso Mix,brown,short,large,yes,NaN
23607,Suba,6.17,male,Unknown Mix,black,long,large,no,NaN
2065,Elsa,2.33,female,Unknown Mix,brown,short,medium,yes,NaN
1724,Hejobabai Gyomber,2.08,female,Poodle Mix,white,medium,small,yes,no
1716,Ujhartyani Puding,1.08,female,Staffordshire Terrier Mix,yellow-brown,short,medium,yes,yes
1019,Nagybajomi Boldizsar,5.92,male,Unknown Mix,yellow-brown,short,medium,yes,yes
4403,Pocak,0.42,male,Unknown Mix,black,short,medium,NaN,NaN
3477,Huba,0.5,male,Unknown Mix,brown,short,medium,NaN,yes
1017,Gyomroi Barbi,1.5,female,Hungarian Greyhound Mix,spotty,short,medium,yes,yes
1192,Argo,2.42,male,German Dog,black,short,large,yes,yes
4394,Anna,0.42,female,Unknown Mix,black,short,medium,NaN,NaN
1692,Miskolci Minerva,1.67,female,German Shepherd Dog Mix,brown,short,medium,yes,yes
1189,Peter Parker,3.67,male,German Dog,black,short,large,yes,NaN
4385,Oliver,2.33,male,Unknown Mix,apricot,short,medium,NaN,NaN
4397,Myles,1.0,male,Bulldog Mix,black and white,short,small,NaN,NaN
1206,Borzi,17.58,male,Unknown Mix,black and tan,short,small,yes,NaN
1187,Momi,8.5,female,German Dog,gray,short,large,yes,yes
2028,Lili,3.5,female,Cane Corso Mix,brown,short,large,yes,NaN
1198,Fitos,0.92,male,Unknown Mix,black and tan,short,medium,NaN,yes
614,Datolya,1.75,female,German Shepherd Dog Mix,apricot,medium,medium,yes,yes
1182,Gubanc,2.0,female,Unknown Mix,saddle back,medium,medium,yes,yes
1200,Marci Papa,12.67,male,German Pointer,brown and white,wirehaired,medium,yes,yes
23512,NaN,10.25,male,German Shepherd Dog Mix,saddle back,medium,large,no,NaN
23541,NaN,1.25,male,Unknown Mix,black and tan,wirehaired,medium,no,NaN
1197,Farsang,0.92,male,Unknown Mix,black,short,medium,NaN,yes
1212,Miske,2.25,male,Unknown Mix,black and tan,medium,small,no,yes
1204,Vulpex,3.5,male,Unknown Mix,brown and white,short,medium,yes,yes
1181,Elias,9.92,male,Border Collie Mix,black and white,medium,medium,yes,no
1202,Oregnene,11.42,female,Unknown Mix,brown and white,medium,small,yes,yes
674,Pinocchio,4.08,male,Unknown Mix,white,short,medium,yes,yes
2435,Tamara,5.67,female,Unknown Mix,saddle back,short,small,yes,yes
