ID,name,age,sex,breed,color,coat,size,neutered,likes_children
746,,3.75,female,Unknown Mix,black,short,small,no,yes
747,Smokey,4.0,male,Unknown Mix,black,wirehaired,medium,no,yes
748,Bogi,3.92,female,Puli Mix,black,medium,medium,yes,
749,Morzsa/Demon,3.17,female,Unknown Mix,black and brown,short,medium,,yes
750,Felix,6.08,male,Puli Mix,apricot,medium,medium,yes,yes
751,Dezso,5.08,male,Unknown Mix,yellow,short,medium,,
752,Donna,7.58,female,Staffordshire Terrier Mix,brown,short,large,yes,yes
753,Coyote,4.92,male,German Shepherd Dog Mix,sable,medium,large,yes,
754,Pirinyo,9.17,female,"Chihuahua, Pinscher Mix",black and tan,short,small,,yes
755,Kis Jani,4.08,male,Briard Mix,yellow-brown,medium,large,yes,
756,Ferdinand,9.42,male,German Shepherd Dog Mix,tricolor,medium,medium,yes,
757,Beno,11.83,male,Labrador Retriever Mix,black,short,large,yes,yes
758,Lavor,8.08,female,Labrador Retriever Mix,black,short,large,yes,
759,Rudolf,5.0,male,Unknown Mix,black,wirehaired,medium,yes,yes
760,Rocky,11.08,male,German Shepherd Dog,black and tan,short,large,yes,
761,Gitta,4.83,female,Unknown Mix,brown,short,small,yes,
762,Oreo,5.67,male,Dachshund Mix,black,short,small,,yes
763,Tirza,7.33,female,Staffordshire Terrier Mix,striped,short,medium,,
764,Fonok,4.67,male,Unknown Mix,sable,short,large,yes,
765,Grisella,14.0,female,German Shepherd Dog,gray,medium,large,yes,
766,Csorba,4.67,male,Unknown Mix,gray,wirehaired,large,yes,
767,Mojka,4.83,female,Unknown Mix,gray and white,short,medium,,
768,Soki,5.33,male,Unknown Mix,black,short,medium,yes,
769,Tadeus,14.75,male,Unknown Mix,black and tan,wirehaired,medium,,
770,Mali,4.58,female,Unknown Mix,yellow-brown,short,medium,,
771,Csubakka,4.67,male,Unknown Mix,gray,medium,large,,
772,Bombur,8.5,male,Labrador Retriever Mix,black,short,medium,yes,
773,Ferina,5.33,female,Unknown Mix,yellow-brown,medium,large,yes,
774,Vicus,4.5,female,Unknown Mix,yellow-brown,short,small,,
775,Lajka,3.42,male,Vizsla Mix,black and brown,short,medium,,yes
776,Csiperke,3.5,female,Unknown Mix,yellow-brown,short,small,yes,
777,Allergra,10.83,female,Staffordshire Terrier Mix,brown and white,short,medium,yes,
778,Cintia,5.33,female,Unknown Mix,yellow-brown,short,medium,,
779,Csutak,3.67,male,Pekingese Mix,red and white,long,small,no,yes
780,Hera,4.58,female,Staffordshire Terrier Mix,brown,short,medium,yes,yes
781,Juli,4.92,female,Unknown Mix,brown,wirehaired,large,,yes
782,Onkentes,10.92,male,German Shepherd Dog Mix,black and brown,medium,large,yes,
783,Jimmy,4.42,male,Unknown Mix,apricot,short,medium,yes,
784,Fulop,4.08,male,Schnauzer Mix,black,medium,small,,
785,Lex,7.83,male,Unknown Mix,yellow-brown,short,large,,
786,Semyr,3.92,male,Belgian Malinois Mix,saddle back,short,medium,no,
787,Perecesi Gazdikereso,3.92,female,Unknown Mix,black,medium,medium,no,yes
788,Chris,3.58,male,Staffordshire Terrier Mix,black and tan,short,medium,yes,yes
789,Butyok,5.42,female,"Puli, Pumi Mix",black,medium,medium,yes,
790,Gombi,11.83,male,German Shepherd Dog Mix,black and tan,short,medium,yes,yes
791,Lime,13.5,female,English Cocker Spaniel,black,medium,medium,yes,
792,Cibil,4.42,female,Unknown Mix,brown and white,short,medium,yes,
793,Liza,4.33,female,Rottweiler Mix,black and tan,short,medium,,
794,Nike,4.42,female,Unknown Mix,black and tan,short,medium,,yes
795,Dagi,5.83,male,"Dachshund, Terrier Mix",black and brown,medium,small,,yes
796,Mona,5.5,female,Dachshund Mix,striped,short,small,yes,
797,Rupert,3.83,male,Pumi Mix,black,medium,medium,no,yes
798,Toffife,4.33,male,Unknown Mix,black and brown,short,small,yes,
799,Hobo,5.83,male,Giant Schnauzer,black,medium,large,,yes
800,Befogadott Kutya Gazdat Keres,7.5,male,"Dachshund, Labrador Retriever Mix",brown and white,short,medium,no,
801,Saci,9.5,female,"Schnauzer, Spaniel Mix",black,medium,medium,yes,
802,Fancsi,4.58,female,Staffordshire Terrier Mix,black and white,short,medium,yes,yes
803,Lucy,9.08,female,Unknown Mix,black and white,short,medium,yes,yes
804,Hendo,11.58,male,Staffordshire Terrier Mix,striped,short,medium,yes,yes
805,Laki,5.92,male,Unknown Mix,black,short,large,yes,yes
806,Gombi,11.75,male,Unknown Mix,gray,wirehaired,medium,no,yes
807,Ledi,6.75,female,Unknown Mix,black,short,medium,no,yes
808,Ivett,8.08,female,Cane Corso,black,short,large,yes,no
809,Szentgotthardi Rex,7.5,male,"Belgian Malinois, Greyhound Mix",yellow,short,medium,yes,yes
810,Eddy,10.42,male,Unknown Mix,black and brown,short,large,no,no
811,Kormi,9.67,male,Unknown Mix,black and brown,wirehaired,medium,no,yes
812,Uj Gazdat Keres,9.5,female,Havanese,black and white,medium,small,,
813,Dorren,12.75,male,Unknown Mix,gray,wirehaired,medium,yes,yes
814,Pita I.,3.83,female,Unknown Mix,tricolor,short,medium,,yes
815,Kolos,4.58,male,Unknown Mix,black,wirehaired,medium,yes,yes
816,Hudini,5.33,male,Unknown Mix,black,short,medium,yes,yes
817,Jily,7.5,female,Unknown Mix,black,wirehaired,large,yes,yes
818,Kicsi,4.5,female,Unknown Mix,brown,short,small,yes,yes
819,Gizi,5.25,female,Vizsla Mix,brown,short,medium,no,yes
820,Camy,10.42,male,Staffordshire Terrier,black,short,medium,yes,yes
821,Borzos,11.83,male,Old German Shepherd,black and brown,medium,large,no,no
822,Bundas,6.58,female,Unknown Mix,black and brown,medium,medium,yes,
823,Belgak,8.58,male,Belgian Sheepdog Mix,black and brown,medium,medium,,
824,Becky,5.92,female,Staffordshire Terrier Mix,striped,short,medium,yes,yes
825,Bodri,6.58,male,Puli,gray,long,medium,,
826,Betyar,8.75,male,Unknown Mix,brown,short,medium,no,no
827,Lennox,4.5,male,Unknown Mix,brown and white,medium,medium,yes,yes
828,Dalton,5.75,male,Unknown Mix,striped,short,medium,no,yes
829,Lati,7.58,male,Unknown Mix,sable,short,medium,no,
830,Buksi,11.67,male,Setter Mix,black,medium,medium,no,yes
831,Greg,6.5,male,Unknown Mix,brown and white,short,medium,yes,yes
832,Bobi,9.58,male,Unknown Mix,gray,short,medium,yes,yes
833,Marcus,4.5,male,Unknown Mix,black and brown,short,medium,yes,yes
834,Buena,4.58,female,Unknown Mix,black and brown,short,large,no,yes
835,Boxi,4.67,male,Unknown Mix,brown,short,large,no,yes
836,Beka,4.42,female,Unknown Mix,black,short,medium,no,yes
837,Brissi,4.75,female,Unknown Mix,black,short,small,yes,yes
838,Jose,5.58,male,Unknown Mix,brown and white,short,medium,yes,
839,Bald,4.75,male,Unknown Mix,brown,short,small,no,yes
840,Mazsi,12.92,female,Labrador Retriever Mix,black,short,medium,yes,
841,Szami,10.92,female,Unknown Mix,black,short,medium,yes,
842,Linda,11.92,female,Unknown Mix,black,short,medium,yes,
843,Janka,8.5,female,Unknown Mix,black,short,medium,yes,
844,Tucsok,12.92,female,Dachshund Mix,black and tan,short,small,yes,
845,Huncutka,12.92,female,German Shepherd Dog Mix,black and tan,short,medium,yes,
846,Artur,12.92,male,Unknown Mix,gray and white,wirehaired,medium,no,
847,Lady,14.92,female,Unknown Mix,yellow-brown,short,medium,yes,
848,Bodrog,12.92,male,Unknown Mix,yellow-brown,wirehaired,medium,no,
849,Bobi,7.83,male,German Shepherd Dog Mix,sable,medium,large,no,
850,Gigi,13.92,female,Pointer Mix,dotted,short,medium,yes,
851,Rexi,6.58,male,Unknown Mix,sable,short,medium,no,yes
852,Johnny,6.75,male,Unknown Mix,saddle back,short,large,yes,yes
853,Bea,9.33,female,German Shepherd Dog Mix,sable,short,large,yes,
854,Homar,6.58,male,Unknown Mix,black,short,medium,,yes
855,Tancos,5.0,male,Unknown Mix,yellow-brown,short,medium,yes,
856,Frenki,11.92,male,Labrador Retriever Mix,yellow-brown,short,large,no,
857,Lui,10.92,male,Unknown Mix,black,short,small,no,
858,Suti,7.58,male,Beagle,tricolor,short,medium,no,yes
859,Hajni,11.92,female,Unknown Mix,black,wirehaired,medium,yes,
860,Baltazar,6.42,male,Pumi Mix,black,short,medium,,yes
861,Bogyo,4.92,female,Dachshund Mix,brown,short,small,yes,
862,Torma,10.92,male,Unknown Mix,black and tan,wirehaired,small,no,
863,Csopi,19.92,female,Unknown Mix,saddle back,short,medium,no,
864,Sajovamosi  Gazdikereso,4.67,male,Unknown Mix,striped,wirehaired,medium,no,
865,Bogyi,6.17,female,Unknown Mix,black,short,medium,yes,
866,Bob,8.67,male,Unknown Mix,yellow,short,small,no,
867,Nemet Juhasz Gazdat Keres,11.58,male,German Shepherd Dog,black and tan,medium,large,no,
868,Lucy,5.58,female,Hovawart Mix,black and brown,long,large,,
869,Nusi,7.67,female,Unknown Mix,brown,medium,small,,
870,Aliz,7.17,female,Unknown Mix,black,short,medium,yes,
871,Dorka,13.92,female,German Pointer Mix,brown,wirehaired,large,yes,
872,Bessy,10.67,female,German Shepherd Dog,black and tan,medium,large,no,yes
873,Keverek Kutyus Gazdit Keres,5.58,female,Dachshund Mix,black and brown,short,small,no,
874,Angel,6.58,female,Unknown Mix,yellow-brown,wirehaired,medium,no,yes
875,Keverek Kiskutya Gazdit Keres,3.67,male,Unknown Mix,white,short,small,no,yes
876,Gyufa,8.58,male,Dachshund Mix,black and white,short,small,yes,
877,,7.67,female,Unknown Mix,yellow-brown,short,small,,
878,Linda,12.25,female,Unknown Mix,brown,short,medium,,
879,Gabi,4.75,male,German Shepherd Dog Mix,black and brown,short,medium,,yes
880,Tacsi Pacsi,4.83,male,Unknown Mix,black,medium,medium,,
881,Demi,18.92,male,Dachshund Mix,brown,medium,small,,
882,Gazdat Keres,6.67,female,Caucasian Ovtcharka,saddle back,medium,large,yes,
883,Katie,8.17,female,Labrador Retriever Mix,yellow,short,medium,yes,
884,Roxana,15.58,female,Fox Terrier Mix,tricolor,short,small,,
885,Thomas,4.83,male,Unknown Mix,tricolor,short,medium,yes,
886,Cuki,9.08,male,Unknown Mix,red,short,medium,,
887,Adel,5.92,female,Unknown Mix,striped,short,medium,,
888,Irisz,3.92,female,Unknown Mix,black,short,medium,,
889,Kendi,5.92,female,Unknown Mix,black and brown,short,small,,
890,Cipo,4.08,male,Unknown Mix,tricolor,wirehaired,small,,
891,Cinke,9.33,female,Fox Terrier Mix,black and white,short,small,,
892,Morgen,9.17,male,Unknown Mix,brown,long,large,,
893,Isti,3.92,male,Unknown Mix,black,short,medium,,
894,Lora,8.5,female,Unknown Mix,black,short,medium,,
895,Mazli,5.92,male,Dachshund Mix,black,short,medium,,
896,Dani,11.75,male,Unknown Mix,yellow-brown,short,small,,
897,Cliff,10.08,male,Staffordshire Terrier Mix,black and brown,short,medium,yes,
898,Vendi,5.75,male,Unknown Mix,brown,short,medium,,
899,Polly,8.5,female,Unknown Mix,black,short,medium,,
900,Szigethalmi Maci,12.75,male,Caucasian Ovtcharka,gray and white,long,large,no,yes
901,Gleda,3.92,female,Unknown Mix,black,short,medium,,
902,Stella,12.67,female,Unknown Mix,black,wirehaired,small,,
903,Klio,5.92,male,Unknown Mix,black and white,long,medium,yes,
904,Gandalf,3.92,male,Unknown Mix,white,short,medium,,
905,Gomez,3.92,male,Unknown Mix,white,short,medium,,
906,Gixer,3.92,male,Unknown Mix,saddle back,short,medium,,
907,Csipszi,5.0,female,Whippet Mix,black and brown,short,medium,,
908,Hudini,9.92,female,Unknown Mix,red and white,short,small,yes,
909,Samson,5.25,male,Unknown Mix,gray,long,large,yes,
910,Greta,3.92,female,Unknown Mix,black and brown,medium,medium,,
911,Garbo,3.92,male,Unknown Mix,brown,long,medium,,
912,Gamma,3.92,female,Unknown Mix,brown,short,medium,,
913,Mecset,5.5,male,Unknown Mix,white,long,medium,yes,
914,Nemet Juhasz Keverek Gazdat Keres,10.67,male,"German Shepherd Dog, Siberian Husky Mix",black and brown,long,large,no,
915,Dezi Es Bogar,14.75,female,German Shepherd Dog,black and tan,short,large,,
916,Piroska,4.83,female,Pinscher Mix,brown,short,small,,
917,Glenda,3.92,female,Unknown Mix,black,short,medium,,
918,Cuki,4.42,female,Unknown Mix,spotty,short,small,yes,
919,Afonya,4.83,female,Beagle Mix,yellow,short,medium,,
920,Noel,5.92,male,Spaniel Mix,black and white,medium,medium,yes,
921,Nemet Juhasz Gazdatol Hirdetve,7.75,male,German Shepherd Dog,black and tan,short,large,no,
922,Kira,4.5,female,"Chinese Shar-Pei, Vizsla Mix",black,short,medium,,
923,Kormi,5.25,female,Dachshund Mix,black,short,small,no,yes
924,Pongo,5.83,male,Puli Mix,black,medium,medium,yes,
925,Klotild,4.67,female,Unknown Mix,black and white,short,medium,yes,
926,Mente,8.08,female,Unknown Mix,black,wirehaired,small,no,
927,Suti,4.58,female,Unknown Mix,black and white,medium,medium,yes,
928,Bella,4.5,female,Unknown Mix,brown,short,medium,yes,
929,Brenda,4.17,female,Unknown Mix,black and brown,short,medium,,
930,Szormok,5.25,male,Dachshund Mix,wild boar,wirehaired,small,yes,
931,Rozikakutya,11.83,female,Spaniel Mix,golden,medium,medium,yes,
932,Dorzsi,5.5,male,Welsh Terrier Mix,black and tan,short,medium,yes,
933,Puli Gazdatol Hirdetve,9.75,female,Puli,black,long,medium,yes,
934,Bundi,4.08,female,Unknown Mix,black and brown,medium,medium,no,yes
935,Gazdiereso Kolykok,4.0,male,Unknown Mix,brown and white,short,medium,,yes
936,Nono,6.25,female,"Fox Terrier, Staffordshire Terrier Mix",tricolor,short,medium,yes,yes
937,Boroka,4.17,female,Unknown Mix,black,wirehaired,medium,no,yes
938,Sarolta,4.58,female,Unknown Mix,black and white,short,medium,yes,
939,Keverek Kutya Befogadotol Hirdetve,5.75,male,Unknown Mix,black and brown,short,medium,no,yes
940,Forest,6.25,male,English Cocker Spaniel,brown,medium,medium,yes,
941,Kende,9.75,male,Unknown Mix,black and tan,medium,medium,,
942,Agota,4.0,female,Labrador Retriever Mix,black,short,medium,,
943,Tipi,6.5,male,Unknown Mix,gray,medium,small,yes,
944,Arvan Maradt Kutyus Gazdit Keres,8.83,male,Unknown Mix,black,long,medium,no,
945,Szultan Es Jessy,9.83,male,Schnauzer Mix,gray,short,medium,no,
946,Uj Gazdat Keres,4.42,male,Canary Dog Mix,apricot,short,medium,,
947,Malyiban Talalt Kutyus,4.83,female,Dachshund Mix,tricolor,short,small,,
948,Keverek Kutyusok Gazdit Keresnek,4.08,male,Unknown Mix,black and white,medium,large,no,yes
949,Negro,10.83,male,Schnauzer Mix,black,wirehaired,medium,no,
950,Bornike,11.92,male,Fox Terrier Mix,brown and white,wirehaired,medium,no,
951,Gazdatol Hirdetve,4.33,male,Unknown Mix,tricolor,wirehaired,medium,no,
952,Keverek Szuka Kutyus Befogadotol,4.5,female,Unknown Mix,black and white,short,medium,no,
953,Almos,4.0,male,Labrador Retriever Mix,black,short,medium,,
954,Arvacska,4.0,female,Labrador Retriever Mix,black,short,small,,
955,Zazi,8.17,male,Puli Mix,black,medium,medium,no,
956,Rex,6.5,male,German Shepherd Dog,saddle back,medium,large,no,no
957,Manuel,9.42,male,Puli,black,long,medium,,
958,Rodolfo,4.5,male,Unknown Mix,black,short,small,yes,
959,Ocsai Borsa,5.83,male,Schnauzer Mix,black,wirehaired,medium,yes,yes
960,Balint,11.0,male,"Dachshund, Spaniel Mix",brown,medium,small,,
961,Lui,7.25,male,Labrador Retriever Mix,black,short,medium,yes,yes
962,Bingo,4.5,male,Dachshund Mix,black and white,short,small,no,yes
963,Luna,11.83,female,Unknown Mix,black,medium,medium,yes,
964,Agi,6.0,female,Labrador Retriever Mix,black,short,medium,,
965,Agnes,4.0,male,Labrador Retriever Mix,black,short,small,,
966,Molly,5.58,female,Unknown Mix,brown,short,medium,yes,
967,Wilbur,10.92,male,Unknown Mix,apricot,short,large,yes,
968,Loki,5.0,male,Unknown Mix,striped,short,large,,yes
969,Venusz,6.17,female,Unknown Mix,brown,short,large,yes,
970,Uj Gazdat Keres,12.92,male,German Shepherd Dog Mix,black and tan,medium,medium,no,
971,Soma,6.33,male,Spaniel Mix,black and tan,short,medium,yes,
972,Maci,8.0,male,Tibetan Mastiff Mix,black,medium,large,,
973,Hoffmann,11.92,male,Labrador Retriever Mix,black,short,large,,
974,Vojtek,4.92,male,Unknown Mix,black and white,long,medium,yes,yes
975,Lobo,6.92,male,Unknown Mix,black,wirehaired,large,no,
976,Lui,7.0,male,Labrador Retriever,black,short,medium,yes,yes
977,Tea,14.92,female,German Shepherd Dog Mix,black and brown,wirehaired,large,yes,
978,Fules,7.92,male,Dachshund Mix,black and brown,short,small,no,
979,Bundi,10.92,female,Puli Mix,black,long,medium,,
980,Vagany,5.67,male,Unknown Mix,gray,long,medium,,
981,Akela,4.83,female,Unknown Mix,saddle back,short,medium,yes,
982,Stella,4.75,female,Unknown Mix,black,short,medium,yes,
983,Mary,5.0,female,Unknown Mix,saddle back,short,medium,yes,
984,Bora,4.92,female,Terrier Mix,black and tan,wirehaired,medium,yes,
985,Borcsa,4.92,female,Terrier Mix,brown,wirehaired,medium,yes,
986,Janka,10.5,female,Puli Mix,apricot,long,medium,yes,
987,Lusti,9.0,female,"Dachshund, Pekingese Mix",tricolor,short,small,yes,
988,Teperto,5.67,male,Unknown Mix,black,wirehaired,large,no,
989,Toki,4.5,male,Unknown Mix,golden,short,medium,no,
990,Felix,5.92,male,Fox Terrier,tricolor,wirehaired,medium,no,
991,Negro,4.58,male,Unknown Mix,black,short,medium,no,yes
992,Bingo,4.92,male,Terrier Mix,brown,wirehaired,medium,no,
993,Dini,4.92,male,Unknown Mix,brown,short,medium,no,
994,Morzsi,14.92,male,German Shepherd Dog Mix,saddle back,short,large,yes,
995,Pici,9.92,female,Unknown Mix,black and brown,wirehaired,medium,yes,
996,Pafrany,5.92,female,Unknown Mix,black,medium,medium,yes,
997,Dixi,7.92,male,Unknown Mix,black,short,large,no,
998,Pamacs,8.92,female,Unknown Mix,black,medium,large,yes,
999,Ilka,5.92,female,Dachshund Mix,saddle back,short,small,yes,
1000,Devil,8.17,male,Staffordshire Terrier Mix,striped,short,medium,yes,yes
1001,Kormi,9.25,female,Unknown Mix,black,wirehaired,large,no,
1002,Bodri,7.17,male,Unknown Mix,black and white,wirehaired,small,no,yes
1003,Sandy,5.08,female,Labrador Retriever Mix,golden,medium,medium,no,yes
1004,Lola,5.58,female,Spaniel,black,short,medium,yes,
1005,Anics,4.5,female,Unknown Mix,yellow-brown,short,medium,,
1006,Bencus,6.17,male,Unknown Mix,yellow-brown,wirehaired,medium,yes,yes
1007,Emodi Gazdikeresok,4.67,male,German Shepherd Dog Mix,black and brown,short,medium,no,
1008,Jenny,11.08,female,Unknown Mix,black and brown,wirehaired,medium,no,yes
1009,Noroka,19.83,male,Unknown Mix,black,medium,medium,,
1010,Kanga,6.33,female,Schnauzer Mix,black,medium,medium,yes,
1011,Lottie,4.83,female,Unknown Mix,yellow-brown,short,medium,yes,yes
1012,Szemi,7.25,female,Vizsla Mix,black,short,large,no,
1013,Tacsi Keverek Gazdit Keres,5.25,male,"Dachshund, Fox Terrier Mix",black and brown,wirehaired,medium,no,yes
1014,Paul,4.67,male,Unknown Mix,yellow-brown,short,medium,no,yes
1015,Gaspar,8.92,male,English Cocker Spaniel Mix,black,short,medium,yes,
1016,Bocskaikerti Minnie,4.58,female,Unknown Mix,black,short,medium,no,yes
1017,Retro,11.25,male,Unknown Mix,brown,long,medium,,
1018,Bocskaikerti Mickey,4.58,male,Unknown Mix,black,short,medium,yes,yes
1019,Cedrus,9.83,male,Unknown Mix,black,medium,medium,yes,
1020,Charlie &Amp,6.25,male,Unknown Mix,black and tan,wirehaired,medium,no,
1021,Roland,6.83,male,Puli Mix,black,long,medium,,
1022,Brutusz,4.92,male,Unknown Mix,brown,medium,medium,,
1023,Johnny,5.5,male,Unknown Mix,white,short,medium,,
1024,Rozi,10.58,female,"German Shepherd Dog, Transylvanian Hound Mix",black and tan,medium,large,,
1025,Vilu,6.92,female,Unknown Mix,yellow-brown,short,large,,
1026,Nutella,10.83,female,Unknown Mix,black and brown,medium,medium,yes,
1027,Mirza,5.75,female,English Cocker Spaniel,black and brown,medium,medium,yes,
1028,Gombocka,5.25,male,"Border Collie, Spaniel Mix",black and white,medium,medium,,yes
1029,Ugro,5.5,male,Labrador Retriever Mix,black,short,medium,,
1030,Rexi,9.0,male,"Labrador Retriever, Staffordshire Terrier Mix",brown,short,medium,,
1031,Gomboc,8.75,male,Unknown Mix,black and tan,long,medium,,
1032,Morzsika,4.75,male,Unknown Mix,gray,wirehaired,small,no,yes
1033,Bogyo,6.25,male,German Shepherd Dog,sable,medium,large,,yes
1034,Kajla,6.25,male,Unknown Mix,tricolor,wirehaired,medium,no,
1035,Borzas,6.33,male,Puli Mix,black,long,medium,,yes
1036,Zakia,5.92,female,Unknown Mix,black,short,medium,,
1037,Virgonc,6.25,male,Unknown Mix,black and brown,short,medium,,yes
1038,Afonya,4.58,female,"Bull Terrier, Fox Terrier, Staffordshire Terrier Mix",striped,short,small,no,
1039,Vandor,7.25,male,Unknown Mix,black and brown,short,medium,,yes
1040,Ekes,6.83,female,German Shepherd Dog Mix,sable,short,large,yes,
1041,Ragcsa,7.75,female,Unknown Mix,black,medium,medium,,
1042,Zulu,10.75,male,German Shepherd Dog Mix,black and brown,medium,medium,yes,
1043,Brunhilde,16.33,female,Unknown Mix,black and brown,medium,medium,no,no
1044,Kozep,11.42,male,Central Asian Ovtcharka,brown and white,medium,large,,
1045,Orfeusz,12.42,male,German Shepherd Dog Mix,black and tan,short,large,no,yes
1046,Taltos,9.5,male,"Greyhound, Transylvanian Hound Mix",black,short,large,yes,yes
1047,Bundas,5.83,male,Labrador Retriever Mix,yellow-brown,short,medium,,yes
1048,June,10.33,female,Caucasian Ovtcharka Mix,gray,long,medium,yes,yes
1049,Vili,5.33,male,Unknown Mix,black,wirehaired,medium,,yes
1050,Maxi,4.58,male,Unknown Mix,black and tan,short,small,no,yes
1051,Max,5.83,male,Unknown Mix,saddle back,short,medium,yes,
1052,Tequila,4.83,male,Unknown Mix,black,short,large,,yes
1053,Bodri,10.83,female,Jagd Terrier Mix,black and brown,short,small,yes,
1054,Bumbi,7.58,female,Komondor,white,long,large,yes,
1055,Janos,5.92,male,Unknown Mix,black,short,medium,yes,
1056,Bonnie,5.83,female,German Shepherd Dog Mix,black and brown,short,large,no,
1057,Zorro,12.33,male,Caucasian Ovtcharka Mix,brown,medium,large,yes,
1058,Bigyo,7.92,female,Unknown Mix,black,short,medium,yes,
1059,Kacer,7.0,female,Unknown Mix,brown and white,medium,medium,yes,
1060,Labi,4.92,male,Labrador Retriever Mix,brown and white,short,large,no,
1061,Fecske Mama,6.92,female,Transylvanian Hound Mix,black and brown,medium,medium,yes,
1062,Negro,9.42,male,Unknown Mix,black,short,medium,yes,no
1063,Dexi,8.58,male,Komondor Mix,yellow-brown,medium,large,yes,
1064,Parazs,7.92,female,Unknown Mix,brown,short,medium,yes,
1065,Bond,13.58,male,Unknown Mix,yellow-brown,medium,medium,yes,
1066,Szorme,5.92,male,Unknown Mix,black,long,medium,yes,
1067,Riky,8.92,male,German Shepherd Dog Mix,sable,medium,large,yes,
1068,Tuba,14.5,male,German Pointer Mix,brown,short,medium,yes,
1069,Szendroi Kutyus Gazdit Keres,4.92,female,Unknown Mix,black and brown,short,medium,no,
1070,Ms. Daisy,14.92,female,Beagle,tricolor,short,medium,yes,
1071,Grul,11.92,male,Unknown Mix,black and brown,short,medium,yes,
1072,Lucky,7.5,male,"Boxer, Hungarian Vizsla Mix",brown,short,medium,,yes
1073,Ladanyi Turmix,7.75,female,Dachshund Mix,striped,short,small,yes,
1074,Wombi,5.42,male,Unknown Mix,yellow-brown,medium,small,,
1075,Miro,5.42,male,Unknown Mix,brown,short,small,yes,
1076,Kistestu Kutya,6.42,female,"Dachshund, Fox Terrier Mix",black and brown,medium,small,yes,
1077,Mendei Mia,5.5,female,Unknown Mix,brown,medium,medium,yes,yes
1078,Pannika,9.42,female,Unknown Mix,brown,short,large,yes,
1079,Penna,13.92,female,Vizsla Mix,black and white,short,medium,yes,
1080,Sos,5.5,male,German Shepherd Dog Mix,black,short,medium,no,yes
1081,,6.5,female,Unknown Mix,black,wirehaired,medium,no,
1082,Herceg,10.92,male,Dogo Argentino Mix,white,short,large,,
1083,Nina,5.5,female,Unknown Mix,black and tan,short,medium,yes,yes
1084,Kond,5.42,male,"Dachshund, Pekingese Mix",brown,short,small,no,yes
1085,Rebeka Es Molli,6.5,female,Unknown Mix,black,short,medium,,
1086,Buci,5.5,male,Boxer Mix,striped,short,medium,no,yes
1087,Nebo,7.92,male,Unknown Mix,black and brown,wirehaired,medium,yes,yes
1088,Potty,9.58,female,Unknown Mix,black,short,small,yes,yes
1089,Negra,11.58,female,Unknown Mix,gray,medium,medium,yes,yes
1090,Pille,7.0,female,Bernese Mountain Dog Mix,tricolor,short,large,yes,yes
1091,Furge,17.92,male,Unknown Mix,red,long,medium,,
1092,Ond,5.42,male,"Dachshund, Pekingese Mix",brown,wirehaired,small,no,yes
1093,Solyom,15.92,male,Unknown Mix,brown,medium,large,,
1094,Lencsi,6.5,female,Dachshund Mix,brown,short,small,yes,yes
1095,Tsiki,5.58,female,Unknown Mix,striped,short,large,,
1096,Molli,11.42,female,Siberian Husky Mix,tricolor,short,large,,
1097,Sos,7.5,female,Puli,black,long,medium,no,yes
1098,Lali,10.58,male,Kuvasz Mix,white,medium,large,,
1099,Kicsi,9.67,male,Unknown Mix,brown,medium,medium,,
1100,Matyas,12.58,male,Unknown Mix,black,short,medium,,yes
1101,Feco,8.58,male,Newfoundland Mix,black,short,medium,no,yes
1102,Lujzi,6.58,female,Unknown Mix,red and white,short,large,no,yes
1103,Zafir,6.92,female,"Chinese Shar-Pei, Labrador Retriever Mix",white,short,medium,yes,
1104,Frici,11.58,male,"Kuvasz, Labrador Retriever Mix",yellow-brown,short,medium,no,yes
1105,Zeno,8.58,male,Labrador Retriever,yellow-brown,medium,medium,no,yes
1106,Shadow,10.83,female,German Shepherd Dog Mix,saddle back,medium,large,,yes
1107,Bullmasztiff Gazdatol Hirdetve,6.58,male,Bullmastiff,yellow-brown,short,large,,
1108,Inarcsi Artur,6.58,male,"Hound, Vizsla Mix",saddle back,short,medium,yes,yes
1109,Suti,5.58,female,Fox Terrier Mix,black and white,wirehaired,small,yes,yes
1110,Budakeszi Snoopy,10.75,male,Labrador Retriever Mix,black and white,short,medium,yes,yes
1111,Rozi,6.67,female,Labrador Retriever Mix,yellow-brown,short,medium,no,
1112,Pamacs,17.67,male,Pekingese Mix,brown and white,long,small,no,yes
1113,Tango,6.92,male,Unknown Mix,black,short,medium,no,
1114,Kopo,5.42,male,Hound Mix,black and tan,short,medium,no,
1115,Mano,6.58,female,Siberian Husky Mix,gray and white,short,medium,no,yes
1116,Dagi,10.92,male,Rottweiler Mix,black and brown,short,large,no,
1117,Barni,9.58,male,Unknown Mix,black,short,medium,,
1118,Miskolci Bleki,10.58,male,Hound Mix,black and tan,short,medium,no,no
1119,Macko,6.58,female,Siberian Husky Mix,gray and white,medium,medium,no,yes
1120,Murphy,11.67,male,"American Bulldog, Dogo Argentino Mix",white,short,large,,
1121,Zeusz,7.67,male,"Hound, Staffordshire Terrier Mix",brown and white,short,medium,yes,yes
1122,Vanda,7.67,female,Dogo Argentino,white,short,large,yes,yes
1123,Ali,8.67,male,American Bulldog,white,short,large,,no
1124,Parsifal,10.17,male,Dogo Argentino,white,short,large,yes,yes
1125,Pocak,11.0,male,Spaniel Mix,black and brown,medium,medium,yes,
