ID,name,age,sex,breed,color,coat,size,neutered,likes_children
2208,Csak,8.33,male,Unknown Mix,apricot,short,medium,,yes
2209,Inka,9.33,female,Puli Mix,black,medium,medium,,yes
2210,Csipet,7.83,male,Unknown Mix,spotty,short,small,,yes
2211,Joco,8.92,male,Unknown Mix,black and tan,medium,medium,,
2212,Banderas,10.92,male,Spaniel Mix,black,medium,medium,yes,no
2213,Macy,14.92,male,German Shepherd Dog Mix,sable,short,large,,
2214,Kifli,9.92,male,Labrador Retriever,yellow,short,medium,no,
2215,Aszlan,7.92,male,Mudi Mix,black and brown,medium,medium,,yes
2216,Freddy,8.67,male,"Siberian Husky, Transylvanian Hound Mix",brown,short,medium,,
2217,Tyuli,8.67,male,Unknown Mix,black and tan,short,medium,,
2218,Shaba,9.33,female,German Shepherd Dog Mix,sable,short,large,,
2219,Bobby,10.75,male,Golden Retriever Mix,golden,medium,large,no,yes
2220,Konyak,8.17,male,Unknown Mix,brown,short,medium,yes,yes
2221,Honey,8.92,female,Vizsla Mix,yellow-brown,wirehaired,medium,,
2222,Pista Bacsi,14.08,male,German Shepherd Dog,sable,short,large,,yes
2223,Tyson,10.83,male,Unknown Mix,apricot,short,small,no,
2224,Nyafi,12.92,female,Unknown Mix,black,medium,large,yes,
2225,Timo,9.33,male,Unknown Mix,golden,short,small,no,
2226,Eddie,12.83,male,"German Shepherd Dog, Scotch Collie Mix",apricot,medium,large,no,
2227,Foxika,8.42,female,Fox Terrier Mix,tricolor,short,small,,yes
2228,Foli,9.33,male,Unknown Mix,black,medium,small,,
2229,Biene,8.92,female,Unknown Mix,black and white,short,medium,,yes
2230,Redy,10.83,male,Unknown Mix,red,short,small,no,
2231,Darth Vader,9.33,male,"Labrador Retriever, Newfoundland Mix",black,medium,medium,,
2232,Hofeherke,9.92,female,Unknown Mix,white,medium,medium,yes,yes
2233,Brix,9.33,male,Schnauzer Mix,black,wirehaired,medium,,
2234,Mr Spicc,9.83,male,Spitz,white,long,medium,,
2235,Judy,9.83,female,Unknown Mix,black and white,short,medium,,
2236,Koko,9.83,male,Unknown Mix,gray,medium,medium,,
2237,Gesztenye,8.83,female,Chinese Shar-Pei Mix,brown,short,medium,yes,
2238,Emma,13.83,female,Unknown Mix,brown,short,small,,
2239,Pici,10.83,male,Jagd Terrier Mix,black and tan,wirehaired,medium,no,yes
2240,Wolle,12.92,male,"Poodle, Pumi Mix",white,short,small,,yes
2241,Titus,8.75,male,Labrador Retriever Mix,yellow-brown,short,medium,,
2242,Yin Es Yang,8.0,female,Unknown Mix,black and tan,short,small,,
2243,Lippie,10.92,female,German Shepherd Dog,sable,short,large,,yes
2244,Terry,8.92,male,Unknown Mix,saddle back,short,large,,yes
2245,Jeep,8.92,male,German Shepherd Dog Mix,sable,short,large,,
2246,Bobi,8.92,female,Bearded Collie Mix,black and white,medium,medium,,
2247,Dart Wader,11.92,male,Labrador Retriever Mix,black,short,medium,,
2248,Macy,14.92,female,German Shepherd Dog Mix,sable,short,large,,yes
2249,Aby,9.08,male,Unknown Mix,black,short,medium,,yes
2250,Sony,8.5,male,Beagle Mix,tricolor,short,medium,,yes
2251,Bubi,8.42,male,Unknown Mix,black,short,medium,,yes
2252,Sziporka,8.33,female,Unknown Mix,black and tan,short,medium,,
2253,Mini,8.42,female,Unknown Mix,brown,short,medium,,
2254,Serena,8.92,female,"Belgian Malinois, German Shepherd Dog Mix",yellow-brown,short,medium,,yes
2255,Mak,8.92,male,"Puli, Pumi Mix",gray,medium,medium,,
2256,Venusz,9.92,female,Labrador Retriever Mix,golden,short,medium,,
2257,Funny,9.92,female,Pumi Mix,gray,medium,medium,,
2258,Snoopy,11.92,male,Unknown Mix,black,short,small,,yes
2259,Freda,8.92,female,Unknown Mix,black and tan,short,medium,,yes
2260,Titus,8.67,male,Unknown Mix,yellow-brown,short,medium,,
2261,Kitti,10.92,female,Spaniel Mix,black,long,medium,no,yes
2262,Angel,9.0,female,"Doberman, Greyhound, Labrador Retriever Mix",black,medium,large,yes,yes
2263,Serena,9.92,female,"German Shepherd Dog, Labrador Retriever Mix",yellow-brown,short,medium,,
2264,Lolka,14.75,female,"German Shepherd Dog, Mudi Mix",black and brown,short,medium,yes,
2265,Afro,9.0,female,Parson Russell Terrier Mix,tricolor,short,medium,yes,yes
2266,Tacsko Keverek Kolykok,8.0,male,Dachshund Mix,yellow-brown,short,small,,
2267,Besso,8.25,male,Unknown Mix,black and tan,medium,medium,no,
2268,Betyar,15.92,male,Hound Mix,black,short,medium,yes,
2269,Zsazsa,10.08,female,Unknown Mix,tricolor,medium,medium,yes,yes
2270,Pletyka,8.5,female,Unknown Mix,black,short,medium,yes,yes
2271,Hannah,8.33,female,Unknown Mix,black,short,medium,,yes
2272,Bandi,15.92,male,"German Shepherd Dog, Hound Mix",sable,short,medium,,
2273,Csaki,16.58,male,Dachshund Mix,black,short,medium,yes,
2274,Hunor,9.17,male,Bull Terrier Mix,black,short,medium,yes,yes
2275,Horbi,15.17,male,Fox Terrier Mix,black,short,small,yes,yes
2276,Kami,8.42,female,German Shepherd Dog Mix,black,medium,medium,yes,yes
2277,Felsz,15.92,female,"German Shepherd Dog, Hound Mix",sable,short,medium,yes,
2278,Venusz,15.67,female,"Dachshund, German Shepherd Dog Mix",black,short,small,yes,
2279,Norma,9.42,female,Mudi Mix,black,medium,medium,yes,yes
2280,Dolly,8.33,female,German Shepherd Dog Mix,tricolor,short,medium,no,yes
2281,Grisa,9.42,male,"Belgian Sheepdog, Mudi Mix",black,long,medium,no,
2282,Kinga,8.83,female,Unknown Mix,black,short,medium,yes,
2283,Elvira,11.92,female,Miniature Schnauzer Mix,gray,wirehaired,small,yes,
2284,Buksi,13.0,male,Unknown Mix,black,medium,large,no,yes
2285,Dodo,9.42,male,Unknown Mix,saddle back,short,medium,no,yes
2286,Szamba,13.92,female,Dachshund Mix,black and white,short,medium,yes,
2287,John,9.17,male,Unknown Mix,black,medium,medium,no,
2288,Domino,8.33,male,Unknown Mix,black and white,short,medium,no,yes
2289,Dollar,10.92,female,"Fox Terrier, Pekingese Mix",tricolor,short,medium,yes,
2290,Imre,13.92,male,"Fox Terrier, Jagd Terrier Mix",brown,wirehaired,medium,no,yes
2291,Bogar,10.58,male,Unknown Mix,black and tan,short,medium,no,
2292,Borsika,10.92,male,Unknown Mix,black and white,short,small,no,yes
2293,Borzas,11.67,male,Fox Terrier Mix,black and white,wirehaired,medium,,yes
2294,Morzsa,13.0,male,Pekingese Mix,red and white,short,medium,yes,
2295,Lord,11.92,male,Labrador Retriever Mix,white,short,medium,,yes
2296,Veda,10.92,male,Unknown Mix,black,medium,medium,,yes
2297,Pedro,8.5,male,German Shepherd Dog Mix,striped,short,medium,no,yes
2298,Ledi,9.92,female,Greyhound Mix,black,short,medium,yes,
2299,Borika,10.92,female,Unknown Mix,black and white,medium,medium,yes,
2300,Buci Es Fifi,9.67,female,German Shepherd Dog Mix,black and brown,medium,medium,yes,yes
2301,Cseri,10.17,female,Hound Mix,sable,short,medium,yes,
2302,Vitara,8.5,female,Unknown Mix,brown and white,short,medium,,
2303,Mufi,10.0,female,Greyhound Mix,striped,short,medium,yes,
2304,Santi,10.0,male,Unknown Mix,brown,short,large,no,yes
2305,Kocos,10.0,female,Unknown Mix,black,wirehaired,medium,no,
2306,Kobor,13.0,male,Dachshund Mix,black,short,small,no,
2307,Muffin,10.42,female,Hound Mix,black and tan,short,large,yes,yes
2308,Delon,9.5,male,Labrador Retriever Mix,black,medium,medium,no,
2309,Boci,9.0,male,Unknown Mix,black and white,medium,medium,no,yes
2310,Benji,10.0,male,Unknown Mix,sable,short,medium,,
2311,Szalma,8.58,female,Unknown Mix,yellow-brown,short,medium,,yes
2312,Amanda,12.42,female,Cane Corso,apricot,short,medium,,yes
2313,Bufi,10.0,female,Greyhound Mix,black and brown,short,medium,yes,
2314,Vacak,10.0,female,Schnauzer Mix,black,wirehaired,medium,yes,
2315,Zizi,8.5,female,Unknown Mix,black,medium,medium,yes,yes
2316,Csopi,19.0,male,Unknown Mix,red,short,medium,,yes
2317,Dinka,9.0,female,Schnauzer Mix,black,wirehaired,medium,yes,
2318,Picur,9.5,female,Dachshund Mix,black,short,small,no,
2319,Grof,10.0,male,Schnauzer Mix,black,wirehaired,large,no,
2320,Ricotta,14.17,male,Beagle Mix,spotty,short,small,,yes
2321,Rozsdi,13.92,male,Unknown Mix,brown,wirehaired,medium,yes,yes
2322,Puska,12.92,female,Unknown Mix,black,short,medium,yes,
2323,Rudi/Buksi,15.92,male,Unknown Mix,sable,short,medium,yes,
2324,Atosz,17.92,male,Kuvasz Mix,white,medium,large,,
2325,Silver,13.17,female,Unknown Mix,gray,medium,medium,yes,
2326,Sharpi,9.5,female,Chinese Shar-Pei Mix,tricolor,short,medium,yes,
2327,Sam,11.08,male,Unknown Mix,black and tan,short,medium,,
2328,Ali,11.92,male,Unknown Mix,white,short,large,yes,
2329,Inas,9.08,male,Unknown Mix,brown,short,medium,yes,yes
2330,Thor,10.92,male,Unknown Mix,black and brown,short,large,no,
2331,Olga,13.08,female,Unknown Mix,black and tan,short,medium,,yes
2332,Judy,9.83,female,Unknown Mix,black and brown,short,large,yes,yes
2333,Elza,11.92,female,German Shepherd Dog Mix,striped,short,large,yes,
2334,Buco,9.5,male,Unknown Mix,black,short,large,yes,yes
2335,Harold,11.92,male,Unknown Mix,white,wirehaired,large,yes,yes
2336,Lenke,9.25,female,Unknown Mix,sable,short,medium,,yes
2337,Vilma,11.92,female,Labrador Retriever Mix,yellow-brown,short,medium,yes,
2338,Ron,11.92,male,Unknown Mix,black,wirehaired,large,yes,yes
2339,Felix,10.92,male,Unknown Mix,black and tan,short,medium,yes,
2340,Mira,10.92,female,Unknown Mix,black and brown,short,large,yes,
2341,Lujzi,9.92,female,Unknown Mix,black and brown,short,large,yes,yes
2342,Lili,14.92,female,Unknown Mix,striped,short,large,yes,yes
2343,Magnum,11.92,male,Rottweiler Mix,black and tan,short,large,no,
2344,Macko,11.92,male,German Shepherd Dog Mix,sable,short,large,yes,yes
2345,Vega,11.92,female,Unknown Mix,black and brown,short,large,yes,yes
2346,Malna,13.92,female,Unknown Mix,brown,short,medium,yes,yes
2347,Jenny,10.83,female,German Shepherd Dog Mix,sable,short,medium,yes,yes
2348,Taco,12.5,male,Unknown Mix,black and brown,short,large,yes,yes
2349,Lena,9.58,female,Unknown Mix,saddle back,short,large,yes,yes
2350,Vadoc,11.92,female,Unknown Mix,yellow-brown,short,medium,yes,
2351,Sharpi,9.5,male,Chinese Shar-Pei Mix,yellow-brown,short,medium,yes,
2352,Dorisz,17.92,female,Unknown Mix,saddle back,short,medium,yes,
2353,Suti,11.92,male,Unknown Mix,black,wirehaired,medium,yes,yes
2354,Huba,10.92,male,Unknown Mix,brown and white,short,large,yes,yes
2355,Otto,14.92,male,Dachshund Mix,saddle back,short,small,no,
2356,Mak,12.92,male,Unknown Mix,dotted,short,large,no,yes
2357,Brauni,10.0,female,Unknown Mix,black and brown,short,large,yes,yes
2358,Atika,11.92,male,Unknown Mix,black,short,medium,yes,
2359,Pamacs,15.92,male,Scotch Collie Mix,black and brown,long,large,yes,no
2360,Lipot,11.42,male,"Jagd Terrier, Puli Mix",black and tan,long,medium,yes,yes
2361,Zolika,10.92,male,Unknown Mix,saddle back,short,medium,yes,yes
2362,Husi,10.83,female,Dachshund Mix,apricot,short,small,no,yes
2363,Elza,10.67,female,Unknown Mix,yellow-brown,short,medium,,yes
2364,Cookie,8.75,female,Staffordshire Terrier Mix,black,short,medium,yes,yes
2365,Zafira,10.75,female,"German Pointer, Vizsla Mix",brown,short,medium,yes,yes
2366,Suba,10.5,male,Puli Mix,black,long,medium,no,yes
2367,Szotyi,9.92,male,Terrier Mix,black and tan,short,medium,,yes
2368,Moricka,11.25,male,Vizsla Mix,black and tan,wirehaired,large,yes,yes
2369,Pepe,11.92,male,Unknown Mix,brown,medium,medium,no,yes
2370,Stefi &Amp,8.33,female,Unknown Mix,black,short,medium,,
2371,Romi,16.92,male,German Shepherd Dog Mix,sable,short,large,yes,yes
2372,B.Andi,13.08,female,"Mudi, Puli Mix",black,medium,medium,,yes
2373,Piri,11.92,female,Unknown Mix,black,short,medium,yes,yes
2374,Atosz,17.08,male,Kuvasz Mix,white,medium,large,,yes
2375,Minike,8.67,female,German Shepherd Dog Mix,saddle back,medium,medium,,yes
2376,Valka,11.67,female,Unknown Mix,black,short,medium,yes,yes
2377,Ravaszka,17.08,female,Dachshund Mix,brown,short,small,,yes
2378,Kara Anyu,12.92,female,Unknown Mix,black,short,medium,yes,yes
2379,Koppany,10.92,male,Transylvanian Hound Mix,saddle back,short,large,yes,yes
2380,Lena,9.08,female,Schnauzer Mix,black,wirehaired,medium,yes,yes
2381,Potyike,10.08,female,Dalmatian Mix,dotted,short,medium,,yes
2382,Hisztis,10.08,female,German Shepherd Dog Mix,golden,medium,medium,,
2383,C,14.08,female,Pumi Mix,gray,medium,medium,,
2384,Bella,13.08,female,German Shepherd Dog Mix,sable,short,large,,yes
2385,Lara,13.08,female,German Shepherd Dog,sable,short,large,,yes
2386,Gordon,14.08,male,Golden Retriever Mix,apricot,short,large,,yes
2387,Rita,13.08,female,German Shepherd Dog Mix,yellow-brown,short,large,,
2388,Nozi,9.58,male,Unknown Mix,brown,short,medium,yes,yes
2389,Kornel,9.08,male,Labrador Retriever Mix,black,short,medium,yes,yes
2390,Ginger,9.08,female,German Shepherd Dog,sable,short,medium,,yes
2391,Zola,17.08,female,"German Shepherd Dog, Siberian Husky Mix",sable,medium,large,,yes
2392,Candy,9.17,female,"Belgian Sheepdog, German Shepherd Dog Mix",yellow-brown,short,medium,,yes
2393,Kokeny,14.92,female,Irish Wolfhound Mix,wild boar,wirehaired,large,,
2394,Soma,10.0,male,Standard Schnauzer Mix,black,wirehaired,medium,yes,
2395,Dolli,15.08,female,Unknown Mix,brown,short,large,,yes
2396,Vali,9.75,female,Unknown Mix,black and tan,short,small,yes,yes
2397,Lola,11.08,female,Unknown Mix,yellow-brown,short,medium,yes,yes
2398,Brandy,14.08,female,Vizsla Mix,yellow-brown,short,medium,yes,yes
2399,Papi,13.08,male,Dachshund Mix,brown,short,small,,
2400,Vica,10.58,female,"Labrador Retriever, Vizsla Mix",golden,short,medium,yes,yes
2401,Eddy,10.0,male,Labrador Retriever Mix,black,medium,medium,,
2402,Bozont,9.58,female,Unknown Mix,black and brown,medium,medium,no,
2403,Roka,9.25,male,"Dachshund, Mudi, Papillon Mix",red and white,short,small,,yes
2404,Miszti,14.75,female,Schnauzer Mix,black,short,medium,yes,yes
2405,Lala,11.67,male,Unknown Mix,spotty,wirehaired,medium,,yes
2406,Foltos,13.17,female,Unknown Mix,tricolor,medium,medium,yes,yes
2407,Tanya,8.92,female,German Shepherd Dog Mix,saddle back,medium,medium,,yes
2408,Dugo,10.08,male,Unknown Mix,black and tan,short,medium,no,
2409,Capitain Jack Sparrow,9.08,male,"Puli, Scotch Collie Mix",apricot,short,medium,yes,
2410,Natasa,9.42,female,Terrier Mix,wild boar,medium,medium,yes,yes
2411,Leon,9.42,male,Unknown Mix,brown,short,medium,no,yes
2412,Miksa,15.25,male,Unknown Mix,brown,short,medium,,yes
2413,Amarok,12.08,male,Siberian Husky Mix,gray and white,short,large,,
2414,Toto,13.08,male,Dachshund Mix,brown,short,small,yes,
2415,Lina,9.25,female,Unknown Mix,black,short,medium,,
2416,Milky Way,10.0,male,Labrador Retriever Mix,apricot,short,large,,
2417,Rini,9.25,female,Dachshund Mix,black and tan,short,small,,yes
2418,Puszi,8.58,female,Hound Mix,black and tan,short,medium,,yes
2419,Nina,9.42,female,"Vizsla, Whippet Mix",tricolor,short,medium,yes,yes
2420,Almady Greti,8.42,female,Unknown Mix,tricolor,short,medium,,yes
2421,Saba,14.92,female,German Shepherd Dog,saddle back,short,large,yes,yes
2422,Pincsik,8.58,male,Greyhound Mix,black and brown,short,small,,
2423,Vidra,8.67,female,Unknown Mix,black and tan,short,small,no,
2424,Klaudia,10.92,female,Unknown Mix,black,long,large,yes,yes
2425,Micike,18.42,female,Unknown Mix,red,short,medium,,yes
2426,Gahan,9.83,male,German Shepherd Dog Mix,black,medium,medium,yes,yes
2427,Alvin,9.17,male,German Shepherd Dog Mix,saddle back,medium,medium,no,yes
2428,Ariel,9.17,female,German Shepherd Dog Mix,sable,short,medium,no,yes
2429,Elke,10.33,female,Unknown Mix,black and white,short,medium,yes,yes
2430,Shila,14.92,female,German Shepherd Dog,saddle back,short,large,yes,yes
2431,Lencsi,9.5,female,"Dachshund, Hound Mix",black and brown,short,medium,,
2432,Ulrik,11.17,male,"Bull Terrier, Hungarian Greyhound Mix",striped,short,medium,yes,yes
2433,Felix,10.33,male,Terrier Mix,gray and black,wirehaired,medium,,yes
2434,Csinszka,10.5,female,Vizsla Mix,brown,wirehaired,medium,,yes
2435,Bajusz Ur,12.92,male,Fox Terrier,black and white,short,medium,,yes
2436,Vilma,9.83,female,Unknown Mix,brown,short,medium,yes,yes
2437,Almady Tobias,8.42,male,Unknown Mix,saddle back,short,medium,,yes
2438,Meny,11.58,female,German Shepherd Dog Mix,black and brown,medium,large,yes,
2439,Zizi,9.25,male,Dachshund Mix,red,short,medium,,
2440,Barat,10.92,male,Unknown Mix,black and brown,short,medium,,yes
2441,Csalfa,10.92,male,Jagd Terrier Mix,black and tan,short,medium,,yes
2442,Vidor,8.67,male,Unknown Mix,sable,long,medium,,
2443,Turbo,9.08,male,Labrador Retriever Mix,black and white,short,medium,,yes
2444,Zsombor,10.0,male,Greyhound Mix,black,medium,large,yes,yes
2445,Fidel,9.67,male,Unknown Mix,black,wirehaired,medium,no,yes
2446,Franci,10.75,female,German Shepherd Dog Mix,sable,short,medium,yes,yes
2447,Gina,12.42,male,Rottweiler,black,short,medium,,
2448,Bator,11.92,male,Vizsla Mix,brown,short,large,,yes
2449,Mogyoro,10.92,male,German Shepherd Dog Mix,saddle back,medium,large,,yes
2450,Hetti,8.83,female,Unknown Mix,sable,short,medium,,yes
2451,Mami,9.92,female,Labrador Retriever Mix,brown and white,short,large,yes,yes
2452,Zorro,10.0,male,Greyhound Mix,black and white,long,medium,yes,yes
2453,Jazmin,9.58,female,German Shepherd Dog Mix,tricolor,short,large,yes,yes
2454,Roxi,12.17,female,Unknown Mix,black and tan,long,medium,yes,yes
2455,Bubu,9.92,male,Terrier Mix,black and brown,long,medium,,yes
2456,Cifra,8.58,female,Unknown Mix,gray and white,medium,medium,,yes
2457,Bogracs,14.92,male,Dachshund,brown,short,small,,yes
2458,Ledike,11.42,female,Unknown Mix,dotted,medium,small,,yes
2459,Nimrod,11.5,male,Labrador Retriever Mix,black,short,large,yes,yes
2460,Turbo,8.92,male,Dachshund Mix,brown,short,small,no,no
2461,Muci,10.08,female,Belgian Sheepdog Mix,red,long,medium,,yes
2462,Marton,10.75,male,Unknown Mix,black,long,large,yes,yes
2463,Paszka,17.92,female,Unknown Mix,red,short,medium,,yes
2464,Panka,9.92,female,Fox Terrier,spotty,short,small,,yes
2465,Bundas,12.58,male,Unknown Mix,yellow-brown,short,small,,
2466,Pita,9.67,female,Unknown Mix,red and white,short,medium,yes,yes
2467,Lasszo,9.42,male,Unknown Mix,black,medium,medium,yes,yes
2468,Pajti,13.92,male,German Shepherd Dog Mix,saddle back,short,medium,,yes
2469,Zepter Molli,13.58,female,Unknown Mix,brown,short,large,yes,yes
2470,Chili,12.92,female,Siberian Husky Mix,gray and white,short,medium,yes,yes
2471,Happy,12.33,male,"Dachshund, German Shepherd Dog Mix",wild boar,medium,medium,yes,yes
2472,Pityus,18.5,male,Unknown Mix,red,short,medium,,
2473,Zoran,10.75,male,Vizsla Mix,black,short,medium,no,yes
2474,Galagonya,13.33,male,Staffordshire Terrier Mix,striped,short,medium,yes,yes
2475,Tobi,13.42,male,"German Shepherd Dog, Pinscher, Siberian Husky Mix",black and brown,short,large,no,yes
2476,Jenny,11.08,female,Dachshund Mix,yellow,short,small,yes,yes
2477,Bobe,10.75,female,Dachshund Mix,tricolor,long,small,yes,yes
2478,Roni,9.5,female,Dachshund Mix,brown,short,small,no,yes
2479,Fipsz,11.92,male,Labrador Retriever Mix,black and brown,medium,medium,,yes
2480,Timo,14.0,male,Transylvanian Hound Mix,black and brown,short,medium,no,yes
2481,Dennis,10.75,male,Unknown Mix,white,medium,large,no,
2482,Arnyek,10.08,female,Unknown Mix,black,short,medium,yes,
2483,Csubi,12.08,male,"Labrador Retriever, Vizsla Mix",brown,short,medium,yes,yes
2484,Melinda,12.17,female,Unknown Mix,wild boar,short,medium,yes,yes
2485,Trisztan,12.25,male,Unknown Mix,tricolor,short,medium,yes,yes
2486,Beno,9.75,male,Unknown Mix,black,wirehaired,medium,no,
2487,Bogancs,10.25,male,Puli Mix,black,medium,medium,,
2488,Szultan,18.67,male,German Shepherd Dog Mix,sable,short,medium,,
2489,Leila,12.5,female,Unknown Mix,white,short,large,yes,yes
2490,Bob,11.92,male,Unknown Mix,brown,short,large,,
2491,Bator,9.75,male,Unknown Mix,black,short,medium,no,
2492,Bronco,9.5,male,Unknown Mix,black,short,medium,yes,yes
2493,Kevin,13.58,male,Unknown Mix,black and white,short,large,,yes
2494,Katrina,14.75,female,Unknown Mix,striped,short,medium,yes,yes
2495,Jagd Terrier Keverek Kolykok,8.83,female,Jagd Terrier Mix,black and tan,short,medium,,yes
2496,Csorfos,10.92,female,Rhodesian Ridgeback Mix,brown,short,large,yes,yes
2497,Morgan,10.75,male,Schnauzer Mix,gray,wirehaired,medium,,yes
2498,Karak,10.92,female,German Shepherd Dog Mix,sable,short,large,yes,yes
2499,Rozika,11.08,female,Unknown Mix,black,short,medium,yes,
2500,Heda,11.92,female,Unknown Mix,yellow-brown,short,medium,yes,yes
2501,Kaukazusi,13.75,female,Caucasian Ovtcharka,brown,long,large,no,
2502,Cecil,10.25,female,German Shepherd Dog Mix,black and brown,short,large,,
2503,Morris,10.92,male,Rottweiler Mix,black and tan,short,large,,no
2504,Igor,14.83,male,Unknown Mix,brown,short,medium,no,
2505,Gombi,9.83,male,Schnauzer Mix,wild boar,wirehaired,medium,,
2506,Lujzika,9.83,female,Fox Terrier Mix,tricolor,wirehaired,small,no,yes
2507,Bob,10.92,male,Hungarian Vizsla Mix,red,short,large,,yes
2508,Velence,12.83,female,Unknown Mix,tricolor,short,medium,yes,
2509,Hessy,12.0,female,Unknown Mix,yellow-brown,short,medium,yes,yes
2510,Mozes,11.42,male,Unknown Mix,white,medium,small,no,
2511,Buksi,16.08,male,German Shepherd Dog,sable,medium,large,,
2512,Tango,10.83,male,Unknown Mix,red,short,small,no,
2513,Solt,11.0,male,"Setter, Spaniel, Terrier Mix",striped,medium,medium,no,yes
2514,Olga,9.42,female,German Shepherd Dog Mix,brown,medium,large,,yes
2515,Potyi,15.25,male,Cane Corso Mix,yellow-brown,short,large,,
2516,Adria,11.75,female,Dachshund Mix,black and brown,short,medium,yes,yes
2517,Brad/Baboka,9.67,male,Unknown Mix,yellow-brown,short,medium,no,yes
2518,Tyson,10.17,male,Rottweiler Mix,black and tan,short,large,,
2519,Zsuzsi,12.17,female,Fox Terrier Mix,black and white,short,medium,yes,yes
2520,Paca,9.0,male,Unknown Mix,black and white,short,small,no,yes
2521,Karcsi,9.25,male,Unknown Mix,brown,medium,medium,no,yes
2522,Nusi,10.92,female,Unknown Mix,brown,short,medium,yes,yes
2523,Lompos,10.92,male,Unknown Mix,white,medium,medium,no,yes
2524,Szilveszter,10.33,male,Hound Mix,black and brown,short,large,,yes
2525,Picur,9.25,female,Unknown Mix,black,short,medium,yes,yes
2526,Kicsi,10.17,female,Unknown Mix,brown,medium,small,yes,yes
2527,Zita,10.5,female,Unknown Mix,black,short,medium,yes,yes
2528,Tucsok,11.83,female,Unknown Mix,black and white,short,medium,yes,yes
2529,Van Gogh,13.92,male,Bearded Collie Mix,black and white,short,medium,yes,yes
2530,Bogica,10.83,female,Pumi Mix,black,medium,medium,,yes
2531,Picur,9.25,female,Unknown Mix,black,short,medium,yes,yes
2532,Vidor,9.08,male,Unknown Mix,yellow-brown,short,small,no,yes
2533,Mazas,9.25,female,Unknown Mix,brown,medium,small,no,yes
2534,Albert,9.5,male,Bernese Mountain Dog Mix,black and white,long,medium,,yes
2535,Gigi,9.92,female,Unknown Mix,white,short,medium,yes,yes
2536,Bojszi,11.83,male,Unknown Mix,brown,short,large,,yes
2537,Zoe,11.92,female,German Shepherd Dog Mix,brown,short,medium,yes,yes
2538,Kata,9.25,female,Unknown Mix,apricot,short,medium,,yes
2539,Gigi,9.92,female,Unknown Mix,white,short,medium,yes,yes
2540,Lina,10.92,female,Unknown Mix,apricot,short,small,,
2541,Ramszesz,17.83,male,Unknown Mix,brown,short,medium,no,
2542,Talalt Kuvasz,11.83,male,Kuvasz,white,medium,large,no,
2543,Portas,10.92,male,Hound Mix,sable,short,large,,
2544,Gentleman,14.92,male,Unknown Mix,saddle back,short,large,,no
2545,Dora,9.5,female,Unknown Mix,brown,medium,medium,,
2546,Virag,10.83,female,Unknown Mix,yellow,short,medium,no,
2547,Konrad,12.33,male,Unknown Mix,black,short,medium,,yes
2548,Zsuzsi,9.92,female,Terrier Mix,apricot,short,large,,
2549,Bori,10.5,female,"German Shepherd Dog, Rottweiler Mix",brown,short,medium,no,
2550,Dragon,10.25,male,German Shepherd Dog Mix,yellow-brown,short,large,no,
2551,Tango,19.83,male,Staffordshire Terrier Mix,apricot,short,medium,,
2552,Leila,10.33,female,Siberian Husky Mix,brown,short,medium,yes,
2553,Rex,11.0,male,German Shepherd Dog,brown,short,medium,no,
2554,Blanka,11.92,female,Unknown Mix,black and brown,short,medium,yes,yes
2555,Morcos,10.83,male,Unknown Mix,black and brown,short,medium,,
2556,Bart,13.92,male,Dachshund Mix,sable,short,small,,
2557,Brikett,9.83,male,Mudi Mix,black,short,medium,yes,yes
2558,Ivan,10.75,male,Dachshund Mix,black and white,short,small,no,
2559,Bundi,16.83,male,Puli Mix,black and brown,long,medium,,
2560,Csopi,10.17,male,Unknown Mix,brown,short,small,no,yes
2561,Max,9.58,male,Unknown Mix,black,short,medium,,
2562,Mogyi,10.17,male,Unknown Mix,brown,short,large,no,yes
2563,Alfa,9.67,female,Unknown Mix,yellow,wirehaired,medium,yes,yes
2564,Soret,10.5,male,Adoptable From:,black,short,large,no,
2565,Casper,11.0,male,"German Shepherd Dog, Siberian Husky Mix",gray and white,medium,large,,no
2566,Blanka,11.92,female,Unknown Mix,black and brown,short,medium,yes,yes
2567,Farao,15.67,male,Unknown Mix,brown,short,medium,no,
2568,Maci,15.67,male,Unknown Mix,black,medium,medium,no,
2569,Fleki,10.17,female,Unknown Mix,yellow,short,medium,yes,yes
2570,Rulett,9.33,male,Unknown Mix,striped,short,large,no,yes
2571,Mazsola,10.08,male,Unknown Mix,brown,short,medium,no,
2572,Loncs,9.17,male,Unknown Mix,golden,short,small,no,yes
2573,Fleki,10.17,female,Unknown Mix,yellow,short,medium,yes,yes
2574,Szocske,10.08,male,Unknown Mix,brown,short,medium,no,
2575,Negro,10.0,female,Unknown Mix,black,short,medium,yes,yes
2576,Dalma,9.92,female,Unknown Mix,brown,short,medium,yes,
2577,Greta,10.5,female,Unknown Mix,black,short,medium,,yes
2578,Cindy,9.58,female,Pekingese Mix,brown and white,long,small,,
2579,Sari,19.0,female,Poodle Mix,black,medium,small,,yes
2580,Szutyi,11.33,female,Unknown Mix,black,short,medium,,
2581,Kullancs,9.75,female,Unknown Mix,golden,short,small,,
2582,Leila,10.33,female,Unknown Mix,brown,short,medium,yes,
2583,Kokszos,10.33,male,Unknown Mix,apricot,short,medium,,
2584,Toto,10.17,female,Unknown Mix,black,short,medium,yes,yes
